"","tracking_id","ES_1","ES_0","ES_2","DefEnd_1","DefEnd_0","DefEnd_2","gene_short_name"
"1","XLOC_000001",0,0,0,0,0,0,"DDX11L1"
"2","XLOC_000002",0,0,0,0,0,0,"OR4F5"
"3","XLOC_000003",0,0,0.697436,0,0,0.946523,"LOC100132062,LOC100133331"
"4","XLOC_000004",0,0,0,0,0,0,"OR4F3"
"5","XLOC_000005",69.8423,79.5141,90.6667,89.3949,79.7977,93.7058,"LOC643837"
"6","XLOC_000006",0,0,0,33.8251,24.2863,110.743,"SAMD11"
"7","XLOC_000007",26.5224,25.4445,37.6616,12.0804,34.6947,75.7219,"KLHL17"
"8","XLOC_000008",4.4204,3.18056,1.39487,2.41608,1.73473,14.1979,"PLEKHN1"
"9","XLOC_000009",8.84079,7.95141,6.27693,2.41608,3.46947,11.3583,"ISG15"
"10","XLOC_000010",396.068,384.053,391.262,323.755,390.315,979.652,"AGRN"
"11","XLOC_000011",0,0.795141,0,0,0,0,"LOC254099"
"12","XLOC_000012",0,0,0,0,0,0,"MIR200B"
"13","XLOC_000013",0,0,0,0,0,0,"MIR200A"
"14","XLOC_000014",0,0,0,0,0,0,"MIR429"
"15","XLOC_000015",2.65224,3.18056,2.09231,0,0,1.89305,"TTLL10"
"16","XLOC_000016",147.641,139.15,175.057,264.561,308.783,254.615,"B3GALT6"
"17","XLOC_000017",17.6816,5.56599,4.88206,3.62412,1.73473,16.0909,"SCNN1D"
"18","XLOC_000018",28.2905,38.9619,47.4257,12.0804,1.73473,36.9144,"PUSL1"
"19","XLOC_000019",23.8701,27.0348,27.8975,16.9126,20.8168,32.1818,"GLTPD1"
"20","XLOC_000020",0,0,0,0,0,0,"TAS1R3"
"21","XLOC_000021",135.264,161.414,162.503,90.603,112.758,171.321,"LOC148413"
"22","XLOC_000022",0,0,0,0,0,0,"TMEM88B"
"23","XLOC_000023",36.2472,42.1425,50.2154,9.66432,15.6126,44.4866,"VWA1"
"24","XLOC_000024",74.2627,65.2016,99.7334,53.1537,64.1851,53.9518,"ATAD3C"
"25","XLOC_000025",67.19,62.8161,76.718,30.201,48.5725,74.7753,"ATAD3B"
"26","XLOC_000026",88.4079,85.8752,105.313,36.2412,39.8989,90.8662,"ATAD3A"
"27","XLOC_000027",11.493,8.74655,13.2513,10.8724,13.8779,43.5401,"MIB2"
"28","XLOC_000028",0,0,0,0,0,0,"MMP23A,MMP23B"
"29","XLOC_000029",0,0,0,0,0,0,"MMP23A"
"30","XLOC_000030",7.95671,12.7223,8.36924,4.83216,5.2042,6.62566,"CALML6"
"31","XLOC_000031",0.884079,2.38542,1.39487,0,0,0,"GABRD"
"32","XLOC_000032",293.514,311.695,310.359,250.064,216.842,351.16,"PRKCZ"
"33","XLOC_000033",1356.18,1308.01,1363.49,1485.89,1368.7,1280.65,"SKI"
"34","XLOC_000034",868.166,923.159,890.626,1241.86,1079,933.272,"RER1"
"35","XLOC_000035",1.76816,3.18056,0.697436,1.20804,0,0,"PLCH2"
"36","XLOC_000036",0.884079,0,0,0,0,0,"TNFRSF14"
"37","XLOC_000037",228.092,306.129,269.21,216.239,244.597,288.69,"FAM213B"
"38","XLOC_000038",0,0,0,0,0,0,"ACTRT2"
"39","XLOC_000039",8.84079,9.54169,7.6718,8.45628,1.73473,13.2513,"PRDM16"
"40","XLOC_000040",0,0,0,0,0,0,"MIR4251"
"41","XLOC_000041",81.3353,81.8995,88.5744,118.388,154.391,394.7,"ARHGEF16"
"42","XLOC_000042",307.66,318.852,369.641,893.949,905.531,986.277,"TPRG1L"
"43","XLOC_000043",59.2333,47.7085,54.4,19.3286,24.2863,14.1979,"TP73"
"44","XLOC_000044",0,1.59028,0,0,0,0.946523,"CCDC27"
"45","XLOC_000045",0.884079,0,1.39487,0,0,0,"LOC388588"
"46","XLOC_000046",195.382,201.171,219.692,134.092,150.922,156.176,"DFFB"
"47","XLOC_000047",5.30448,14.3125,9.06667,10.8724,5.2042,13.2513,"LOC100133612"
"48","XLOC_000048",0,0,0,0,0,0,"LOC728716"
"49","XLOC_000049",0,0,0,0,0,0,"LOC284661"
"50","XLOC_000050",78.6831,77.9238,79.5078,279.057,296.639,290.583,"AJAP1"
"51","XLOC_000051",0,0,0,0,0,0,"MIR4417"
"52","XLOC_000052",124.655,118.476,131.118,19.3286,22.5515,94.6523,"KCNAB2"
"53","XLOC_000053",49.5084,50.0939,55.0975,49.5296,39.8989,54.8984,"RNF207"
"54","XLOC_000054",36.2472,46.9133,50.2154,0,0,0.946523,"HES3"
"55","XLOC_000055",24.7542,23.8542,32.0821,4.83216,8.67367,11.3583,"ESPN"
"56","XLOC_000056",1.76816,0.795141,0,0,0,0,"TAS1R1"
"57","XLOC_000057",91.0602,77.1287,80.9026,66.4422,52.042,144.818,"ZBTB48"
"58","XLOC_000058",790.367,744.252,823.672,966.432,1065.13,992.903,"PHF13"
"59","XLOC_000059",40.6676,46.1182,47.4257,21.7447,27.7557,52.0588,"THAP3"
"60","XLOC_000060",746.163,725.169,748.349,852.876,969.716,731.663,"CAMTA1"
"61","XLOC_000061",939.776,924.749,931.078,1483.47,1491.87,1159.49,"VAMP3"
"62","XLOC_000062",368.661,310.9,291.528,124.428,100.615,118.315,"PER3"
"63","XLOC_000063",3395.75,3431.83,3654.57,3075.67,3231.81,2689.07,"PARK7"
"64","XLOC_000064",12.3771,7.95141,8.36924,0,0,2.83957,"SLC45A1"
"65","XLOC_000065",1.76816,3.9757,0.697436,3.62412,0,0.946523,"ENO1-AS1"
"66","XLOC_000066",0,0,0,0,0,0,"CA6"
"67","XLOC_000067",427.894,380.873,334.77,670.462,667.872,1110.27,"H6PD"
"68","XLOC_000068",38.0154,48.5036,38.359,140.133,150.922,182.679,"SPSB1"
"69","XLOC_000069",609.131,631.342,663.96,558.114,523.889,364.412,"SLC25A33"
"70","XLOC_000070",125.539,135.969,127.631,65.2341,90.2061,108.85,"TMEM201"
"71","XLOC_000071",472.098,505.71,450.544,163.085,187.351,284.904,"PIK3CD"
"72","XLOC_000072",137.032,177.316,147.159,288.721,255.006,230.952,"NMNAT1"
"73","XLOC_000073",27.4065,44.5279,35.5693,6.0402,3.46947,6.62566,"RBP7"
"74","XLOC_000074",3279.93,3194.88,3079.88,2302.52,2154.54,2049.22,"UBE4B"
"75","XLOC_000075",4446.03,4114.06,3761.97,5785.3,5464.41,5514.45,"KIF1B"
"76","XLOC_000076",5161.25,5254.29,5351.43,3159.02,2910.88,3653.58,"PGD"
"77","XLOC_000077",170.627,155.848,196.677,234.36,216.842,177.946,"APITD1,APITD1-CORT,CORT"
"78","XLOC_000078",80.4512,86.6704,99.7334,85.7708,91.9409,156.176,"PEX14"
"79","XLOC_000079",7680,7491.02,7722.02,7410.11,6912.91,5379.09,"TARDBP"
"80","XLOC_000080",0,0.795141,0.697436,1.20804,3.46947,2.83957,"ANGPTL7"
"81","XLOC_000081",387.227,393.595,454.031,231.944,213.372,217.7,"UBIAD1"
"82","XLOC_000082",23.8701,31.0105,39.0564,3.62412,1.73473,5.67914,"PTCHD2"
"83","XLOC_000083",161.787,190.834,202.954,94.2271,97.1451,177,"FBXO44"
"84","XLOC_000084",15.0293,15.9028,13.2513,19.3286,13.8779,45.4331,"FBXO6"
"85","XLOC_000085",75.1467,65.2016,78.1129,14.4965,26.021,51.1123,"C1orf187"
"86","XLOC_000086",91.0602,96.2121,97.6411,47.1135,55.5115,176.053,"AGTRAP"
"87","XLOC_000087",613.551,598.741,609.559,520.665,461.439,612.401,"CLCN6,NPPA-AS1"
"88","XLOC_000088",449.112,522.408,556.554,798.514,740.731,1522.01,"PLOD1"
"89","XLOC_000089",1357.95,1349.35,1380.23,1230.99,1165.74,1436.82,"MFN2"
"90","XLOC_000090",74.2627,83.4898,99.036,56.7779,46.8378,180.786,"MIIP"
"91","XLOC_000091",92.8283,103.368,86.4821,4.83216,8.67367,11.3583,"TNFRSF8"
"92","XLOC_000092",32.7109,22.2639,26.5026,8.45628,13.8779,9.46523,"MIR4632,TNFRSF1B"
"93","XLOC_000093",1584.27,1449.54,1230.28,1448.44,1451.97,1485.1,"VPS13D"
"94","XLOC_000094",0,0,0,0,0,0,"SNORA59A"
"95","XLOC_000095",2.65224,1.59028,0,0,0,0,"AADACL4"
"96","XLOC_000096",20.3338,15.9028,15.3436,15.7045,0,5.67914,"AADACL3"
"97","XLOC_000097",0,0.795141,0,1.20804,0,0,"C1orf158"
"98","XLOC_000098",0,0,0,0,0,0,"PRAMEF12"
"99","XLOC_000099",0,0,0,0,0,0,"PRAMEF1"
"100","XLOC_000100",0,0,0,0,0,0,"PRAMEF2"
"101","XLOC_000101",0,0,0,0,0,0,"PRAMEF7,PRAMEF8"
"102","XLOC_000102",0,0,0,0,0,0,"PRAMEF22"
"103","XLOC_000103",0,0,0,0,0,0,"PRAMEF5"
"104","XLOC_000104",0,0,0,0,0,0,"PRAMEF9"
"105","XLOC_000105",0,0,0,0,0,0,"PRAMEF16"
"106","XLOC_000106",0,0,0,0,0,0,"PRAMEF20,PRAMEF21"
"107","XLOC_000107",0,0,0,0,0,0,"PRAMEF9"
"108","XLOC_000108",0,0,0,0,0,0,"PRAMEF17"
"109","XLOC_000109",0,0,0,0,0,0,"PRAMEF20,PRAMEF21"
"110","XLOC_000110",1993.6,2033.18,2206.69,448.183,411.132,499.764,"PDPN"
"111","XLOC_000111",809.817,774.467,727.426,1168.17,1106.76,1048.75,"PRDM2"
"112","XLOC_000112",241.354,222.639,232.944,132.884,112.758,158.069,"KAZN"
"113","XLOC_000113",90.1761,75.5384,70.4411,42.2814,43.3683,47.3262,"TMEM51"
"114","XLOC_000114",37.1313,34.1911,34.8718,12.0804,10.4084,24.6096,"FHAD1"
"115","XLOC_000115",117.583,126.427,110.892,331.003,326.13,499.764,"EFHD2"
"116","XLOC_000116",0,0,0,0,0,0,"CTRC"
"117","XLOC_000117",0,0,0,0,0,0,"CELA2A"
"118","XLOC_000118",0,0,1.39487,0,0,0,"CELA2B"
"119","XLOC_000119",562.274,543.876,539.816,955.559,860.428,798.866,"DNAJC16"
"120","XLOC_000120",824.846,689.387,598.4,892.741,719.914,654.994,"DDI2,RSC1A1"
"121","XLOC_000121",334.182,349.067,324.308,256.104,272.353,555.609,"PLEKHM2"
"122","XLOC_000122",28.2905,38.9619,25.1077,56.7779,34.6947,53.9518,"SLC25A34"
"123","XLOC_000123",1.76816,1.59028,2.09231,0,0,0.946523,"TMEM82"
"124","XLOC_000124",831.034,825.356,914.339,887.909,1021.76,1362.05,"FBLIM1"
"125","XLOC_000125",2009.51,1967.97,1562.96,3662.78,3337.63,3511.6,"SPEN"
"126","XLOC_000126",0.884079,0,0,0,0,1.89305,"C1orf64"
"127","XLOC_000127",5.30448,6.36113,4.18462,8.45628,10.4084,27.4492,"CLCNKA"
"128","XLOC_000128",12.3771,15.9028,13.9487,26.5769,10.4084,39.754,"CLCNKB"
"129","XLOC_000129",1624.94,1722.28,1820.31,1876.09,1918.62,2097.5,"C1orf144"
"130","XLOC_000130",463.258,432.557,478.441,665.63,742.466,858.497,"NECAP2"
"131","XLOC_000131",0,0,0,0,0,0,"MIR3675"
"132","XLOC_000132",9.72487,4.77085,5.57949,8.45628,13.8779,28.3957,"MST1P2"
"133","XLOC_000133",0,0,0,0,0,0,"MIR3675"
"134","XLOC_000134",119.351,112.91,110.195,49.5296,46.8378,117.369,"CROCC"
"135","XLOC_000135",20.3338,12.7223,16.7385,0,0,1.89305,"PADI1"
"136","XLOC_000136",25.6383,23.0591,18.8308,0,0,5.67914,"PADI3"
"137","XLOC_000137",3.53632,3.18056,2.78975,0,0,1.89305,"PADI4"
"138","XLOC_000138",0,0,0,0,0,0,"PADI6"
"139","XLOC_000139",193.613,205.942,184.821,37.4492,26.021,117.369,"ARHGEF10L"
"140","XLOC_000140",5.30448,3.9757,13.2513,1.20804,0,0.946523,"ACTL8"
"141","XLOC_000141",104.321,101.778,133.21,0,1.73473,4.73262,"IGSF21"
"142","XLOC_000142",934.472,1009.03,984.78,73.6904,78.063,105.064,"KLHDC7A"
"143","XLOC_000143",5.30448,3.9757,6.97436,36.2412,26.021,17.0374,"PAX7"
"144","XLOC_000144",1129.85,1127.51,1297.93,970.056,778.895,697.588,"MRTO4"
"145","XLOC_000145",76.9149,65.2016,80.9026,78.5226,69.3893,122.102,"PQLC2"
"146","XLOC_000146",1109.52,1123.53,1210.75,1409.78,1450.24,1310.93,"C1orf151-NBL1,MINOS1,NBL1"
"147","XLOC_000147",0,1.59028,0,0,0,0,"HTR6"
"148","XLOC_000148",982.212,899.304,880.862,862.54,935.021,775.203,"OTUD3"
"149","XLOC_000149",0,0,0,0,0,0,"PLA2G5"
"150","XLOC_000150",0,0,0,0,0,0,"PLA2G2F"
"151","XLOC_000151",22.102,26.2397,23.7128,37.4492,45.1031,47.3262,"UBXN10"
"152","XLOC_000152",4.4204,10.3368,4.88206,0,0,0,"VWA5B1"
"153","XLOC_000153",7.95671,7.15627,6.27693,0,1.73473,0.946523,"FAM43B"
"154","XLOC_000154",14.1453,20.6737,22.318,131.676,140.513,322.764,"CDA"
"155","XLOC_000155",190.077,206.737,198.072,469.927,466.643,783.721,"PINK1"
"156","XLOC_000156",5.30448,4.77085,3.48718,1.20804,5.2042,13.2513,"LOC100506801"
"157","XLOC_000157",599.406,567.731,538.421,558.114,560.319,583.058,"NBPF3"
"158","XLOC_000158",1561.28,1569.61,1463.92,1054.62,1077.27,1622.34,"ALPL"
"159","XLOC_000159",5.30448,7.95141,9.06667,12.0804,12.1431,7.57219,"LDLRAD2"
"160","XLOC_000160",0,0,0,0,0,0.946523,"CELA3B"
"161","XLOC_000161",0,0,1.39487,0,0,0.946523,"CELA3A"
"162","XLOC_000162",257.267,266.372,240.616,166.709,175.208,145.765,"LINC00339"
"163","XLOC_000163",5510.47,5393.44,5804.76,13676.2,14263,9230.5,"CDC42"
"164","XLOC_000164",860.209,855.572,867.611,2155.14,1778.1,1969.72,"ZBTB40"
"165","XLOC_000165",15.0293,16.698,16.041,2.41608,3.46947,11.3583,"EPHA8"
"166","XLOC_000166",0,0,0,0,0,0,"C1QA"
"167","XLOC_000167",0,0,0,0,0,0,"C1QC"
"168","XLOC_000168",0,0,0,0,0,0,"C1QB"
"169","XLOC_000169",338.602,287.046,322.913,222.279,281.027,377.663,"EPHB2"
"170","XLOC_000170",0,0,0,0,0,0,"MIR4684"
"171","XLOC_000171",7092.97,7202.39,7143.84,4870.81,4794.8,4410.8,"KDM1A"
"172","XLOC_000172",0,0,0,0,0,0,"MIR3115"
"173","XLOC_000173",8.84079,3.9757,2.09231,35.0331,36.4294,45.4331,"C1orf213"
"174","XLOC_000174",2.65224,1.59028,0.697436,0,3.46947,3.78609,"MDS2"
"175","XLOC_000175",17500.3,18478.3,20092.4,14486.8,14047.9,13014.7,"RPL11"
"176","XLOC_000176",1377.4,1360.49,1435.32,1565.62,1493.61,1298.63,"TCEB3"
"177","XLOC_000177",1144.88,1222.93,1228.19,985.76,954.103,771.417,"PITHD1"
"178","XLOC_000178",411.097,471.519,453.334,254.896,241.128,679.604,"LYPLA2"
"179","XLOC_000179",0,0,0,0,0,0,"MIR378F"
"180","XLOC_000180",4198.49,4273.88,4436.39,3668.82,4048.87,2557.51,"PNRC2"
"181","XLOC_000181",0.884079,0.795141,0,1.20804,1.73473,0,"LOC284632"
"182","XLOC_000182",22.102,18.2882,17.4359,8.45628,3.46947,8.51871,"GRHL3"
"183","XLOC_000183",199.802,180.497,175.754,126.844,123.166,141.979,"NIPAL3"
"184","XLOC_000184",320.037,311.695,299.898,971.264,928.082,953.149,"RCAN3"
"185","XLOC_000185",27.4065,32.6008,18.8308,35.0331,43.3683,29.3422,"C1orf130"
"186","XLOC_000186",4973.83,4556.16,4519.39,4464.91,4512.04,4438.25,"SRRM1"
"187","XLOC_000187",14770.3,13684.4,13627.9,16445,16891.1,11528.7,"CLIC4"
"188","XLOC_000188",21.2179,23.8542,25.8051,18.1206,19.0821,34.0748,"RHD"
"189","XLOC_000189",1934.37,1881.3,2000.25,2475.27,2695.78,1848.56,"TMEM50A"
"190","XLOC_000190",493.316,502.529,527.262,1293.81,1335.74,890.679,"TMEM57"
"191","XLOC_000191",183.888,205.942,205.744,155.837,149.187,226.219,"LDLRAP1"
"192","XLOC_000192",135.264,143.125,136,47.1135,65.9199,79.508,"MAN1C1"
"193","XLOC_000193",1617.87,1629.24,1565.05,1116.23,1006.15,2031.24,"SEPN1"
"194","XLOC_000194",423.474,466.748,430.318,561.738,499.603,492.192,"FAM54B"
"195","XLOC_000195",8.84079,6.36113,4.88206,4.83216,1.73473,13.2513,"EXTL1"
"196","XLOC_000196",197.15,198.785,203.651,269.393,261.945,227.166,"PDIK1L"
"197","XLOC_000197",6.18855,4.77085,2.78975,7.24824,6.93893,8.51871,"FAM110D"
"198","XLOC_000198",28.2905,31.0105,36.9641,20.5367,17.3473,50.1657,"ZNF593"
"199","XLOC_000199",108.742,115.295,97.6411,125.636,124.901,279.224,"CNKSR1"
"200","XLOC_000200",5.30448,5.56599,3.48718,2.41608,0,0.946523,"CATSPER4"
"201","XLOC_000201",1060.01,1113.2,1080.33,773.145,740.731,777.096,"CEP85"
"202","XLOC_000202",526.911,631.342,604.677,622.14,636.647,997.636,"SH3BGRL3"
"203","XLOC_000203",3.53632,9.54169,13.9487,6.0402,3.46947,11.3583,"CD52"
"204","XLOC_000204",37302.8,35275.6,36077,37855.1,36989.7,30740.2,"LIN28A"
"205","XLOC_000205",639.189,682.231,663.96,520.665,560.319,579.272,"DHDDS"
"206","XLOC_000206",6574.01,7029.05,7217.77,11018.5,10713.7,7114.07,"HMGN2"
"207","XLOC_000207",692.234,735.505,724.636,316.506,385.111,591.577,"RPS6KA1"
"208","XLOC_000208",0,0,0,0,0,0,"MIR1976"
"209","XLOC_000209",3733.47,3678.32,3497.64,4121.83,4095.71,4317.09,"ARID1A"
"210","XLOC_000210",185.657,197.195,169.477,113.556,145.718,180.786,"PIGV"
"211","XLOC_000211",411.097,453.23,466.585,590.731,553.38,774.256,"ZDHHC18"
"212","XLOC_000212",6.18855,16.698,15.3436,1.20804,3.46947,9.46523,"SFN"
"213","XLOC_000213",1761.09,1859.04,1965.38,1526.96,1493.61,1526.74,"NUDC"
"214","XLOC_000214",508.346,581.248,615.836,298.386,282.762,234.738,"TRNP1"
"215","XLOC_000215",272.296,275.914,262.934,306.842,301.844,741.128,"WDTC1"
"216","XLOC_000216",171.511,133.584,151.344,95.4351,100.615,194.037,"TMEM222"
"217","XLOC_000217",45.9721,63.6113,46.0308,55.5698,67.6546,65.3101,"LOC644961"
"218","XLOC_000218",7.95671,10.3368,4.18462,1.20804,0,10.4118,"SYTL1"
"219","XLOC_000219",126.423,135.969,133.908,82.1467,71.1241,71.9358,"GPR3"
"220","XLOC_000220",297.935,283.865,295.016,302.01,366.029,253.668,"FAM76A"
"221","XLOC_000221",349.211,359.404,374.523,916.902,971.451,721.251,"STX12"
"222","XLOC_000222",1103.33,1232.47,1224.7,1431.53,1512.69,1039.28,"PPP1R8"
"223","XLOC_000223",1.76816,2.38542,2.09231,0,0,0,"SCARNA1"
"224","XLOC_000224",108.742,108.139,99.036,61.61,60.7157,80.4545,"C1orf38"
"225","XLOC_000225",477.403,507.3,555.159,118.388,157.861,148.604,"SMPDL3B"
"226","XLOC_000226",146.757,176.521,160.41,266.977,282.762,318.032,"XKR8"
"227","XLOC_000227",849.6,1011.42,933.17,790.058,907.266,671.085,"ATPIF1"
"228","XLOC_000228",374.85,394.39,382.893,193.286,159.595,273.545,"SESN2"
"229","XLOC_000229",236.049,240.133,244.103,302.01,282.762,301.941,"MED18"
"230","XLOC_000230",2088.2,2045.9,1935.39,1879.71,1885.66,1644.11,"PHACTR4"
"231","XLOC_000231",4111.85,4234.92,4879.27,2372.59,2088.62,2000,"RCC1,SNHG3"
"232","XLOC_000232",374.85,388.029,426.831,503.752,510.012,512.069,"TRNAU1AP"
"233","XLOC_000233",115.814,89.0558,98.3385,37.4492,26.021,48.2727,"RAB42"
"234","XLOC_000234",1.76816,0,6.97436,6.0402,6.93893,2.83957,"RNU11"
"235","XLOC_000235",555.202,504.915,490.995,537.578,591.544,519.641,"GMEB1"
"236","XLOC_000236",4315.19,4332.72,4383.39,4265.59,4401.02,3164.23,"YTHDF2"
"237","XLOC_000237",2.65224,0.795141,2.09231,0,0,1.89305,"OPRD1"
"238","XLOC_000238",3244.57,3049.37,3017.81,2707.22,2735.67,2377.67,"EPB41"
"239","XLOC_000239",420.822,426.991,391.262,416.774,433.683,930.433,"PTPRU"
"240","XLOC_000240",0.884079,0.795141,0,1.20804,0,1.89305,"LOC100129196"
"241","XLOC_000241",0,0,0,0,0,0,"PRO0611"
"242","XLOC_000242",1086.53,1172.83,1133.33,1303.47,1188.29,971.133,"ZCCHC17"
"243","XLOC_000243",76.0308,85.8752,87.1796,49.5296,69.3893,217.7,"SERINC2"
"244","XLOC_000244",0.884079,0,0,4.83216,8.67367,8.51871,"LOC149086"
"245","XLOC_000245",23.8701,27.0348,20.9231,49.5296,48.5725,67.2032,"LOC284551"
"246","XLOC_000246",55.697,51.6842,54.4,26.5769,17.3473,47.3262,"TINAGL1"
"247","XLOC_000247",1.76816,0.795141,0.697436,0,0,0.946523,"HCRTR1"
"248","XLOC_000248",8503.07,8341.82,8716.56,8178.43,8972.04,6695.71,"KHDRBS1"
"249","XLOC_000249",96.3646,112.91,119.959,76.1065,57.2462,129.674,"TMEM39B"
"250","XLOC_000250",3496.53,3142.4,3319.1,3398.21,3505.9,3200.2,"KPNA6"
"251","XLOC_000251",1383.58,1438.41,1455.55,1186.29,1044.31,1168.96,"TXLNA"
"252","XLOC_000252",43.3199,45.323,44.6359,16.9126,26.021,37.8609,"CCDC28B"
"253","XLOC_000253",104.321,94.6218,125.539,115.972,88.4714,152.39,"IQCC"
"254","XLOC_000254",8.84079,5.56599,6.27693,10.8724,6.93893,22.7166,"DCDC2B"
"255","XLOC_000255",3742.31,3752.27,4041.64,3058.76,2858.84,2972.08,"EIF3I"
"256","XLOC_000256",11.493,12.7223,6.97436,3.62412,3.46947,14.1979,"FAM167B"
"257","XLOC_000257",661.291,675.075,637.457,10.8724,5.2042,21.77,"LCK"
"258","XLOC_000258",2046.64,2102.35,2070.69,2367.76,2269.03,2249.89,"HDAC1"
"259","XLOC_000259",35.3632,34.1911,33.477,49.5296,39.8989,53.9518,"TSSK3"
"260","XLOC_000260",198.918,192.424,163.2,101.475,133.574,147.658,"ZBTB8B"
"261","XLOC_000261",686.046,640.088,655.59,1187.5,1164.01,1038.34,"ZBTB8A"
"262","XLOC_000262",6119.6,5648.68,5625.52,6581.4,6734.24,4991.02,"RBBP4"
"263","XLOC_000263",939.776,912.027,887.837,495.296,546.441,851.871,"KIAA1522"
"264","XLOC_000264",1754.9,1664.23,1614.57,1597.03,1767.69,1421.68,"S100PBP"
"265","XLOC_000265",12.3771,11.9271,8.36924,0,0,1.89305,"HPCA"
"266","XLOC_000266",3.53632,3.9757,0.697436,6.0402,8.67367,13.2513,"ADC"
"267","XLOC_000267",254.615,269.553,278.975,227.111,267.149,262.187,"ZNF362"
"268","XLOC_000268",80.4512,70.7675,72.5334,97.8512,112.758,99.385,"ZSCAN20"
"269","XLOC_000269",0,0,1.39487,0,0,0,"HMGB4"
"270","XLOC_000270",0.884079,0,0,0,0,0,"LOC402779"
"271","XLOC_000271",173.28,212.303,207.139,26.5769,26.021,18.9305,"C1orf94"
"272","XLOC_000272",1.76816,7.95141,3.48718,1.20804,1.73473,5.67914,"GJB5"
"273","XLOC_000273",5.30448,3.18056,1.39487,9.66432,5.2042,3.78609,"GJB4"
"274","XLOC_000274",7.07263,7.15627,7.6718,4.83216,10.4084,9.46523,"GJB3"
"275","XLOC_000275",18.5657,19.0834,10.4615,9.66432,13.8779,17.9839,"GJA4"
"276","XLOC_000276",971.603,909.641,896.903,1211.66,1222.99,963.561,"ZMYM1"
"277","XLOC_000277",3775.02,3481.92,3429.99,6870.12,6895.57,5677.25,"ZMYM4"
"278","XLOC_000278",228.092,267.167,289.436,194.494,209.903,350.214,"NCDN"
"279","XLOC_000279",7.07263,3.9757,6.97436,4.83216,1.73473,1.89305,"TFAP2E"
"280","XLOC_000280",793.019,727.554,671.631,1396.49,1535.24,1362.99,"EIF2C4"
"281","XLOC_000281",1577.2,1401.83,1332.1,1415.82,1170.95,1409.37,"EIF2C1"
"282","XLOC_000282",272.296,260.806,221.087,333.419,307.048,269.759,"EIF2C3"
"283","XLOC_000283",5.30448,6.36113,3.48718,7.24824,8.67367,16.0909,"TEKT2"
"284","XLOC_000284",224.556,244.903,246.893,192.078,166.534,299.101,"ADPRHL2"
"285","XLOC_000285",484.475,511.276,557.252,695.831,664.403,1111.22,"MAP7D1"
"286","XLOC_000286",6631.48,6198.92,6340.39,6511.33,6826.18,5317.57,"THRAP3"
"287","XLOC_000287",96.3646,104.163,98.3385,105.099,86.7367,154.283,"SH3D21"
"288","XLOC_000288",0,0,0,0,0,0,"MIR4255"
"289","XLOC_000289",64.5378,54.0696,74.6257,16.9126,38.1641,46.3796,"ZC3H12A"
"290","XLOC_000290",229.861,216.278,205.046,350.331,338.273,389.968,"DNALI1"
"291","XLOC_000291",896.456,1031.3,1024.53,885.493,839.611,869.855,"CDCA8"
"292","XLOC_000292",60.1174,78.719,66.9539,43.4894,27.7557,42.5936,"MANEAL"
"293","XLOC_000293",120.235,150.282,100.431,129.26,97.1451,112.636,"C1orf122"
"294","XLOC_000294",1110.4,1081.39,1240.74,1072.74,1129.31,902.983,"UTP11L"
"295","XLOC_000295",0,0,0,0,0,0,"MIR3659"
"296","XLOC_000296",6463.5,6342.04,6845.34,4822.49,5327.37,3689.55,"AKIRIN1"
"297","XLOC_000297",3079.25,3212.37,3508.11,2504.27,2659.35,2033.13,"NDUFS5"
"298","XLOC_000298",14262.9,13181.1,11331.3,10025.5,8585.2,8363.48,"MACF1"
"299","XLOC_000299",1331.42,1113.2,825.067,2493.39,2000.15,2031.24,"KIAA0754"
"300","XLOC_000300",73.3786,64.4064,77.4154,91.811,86.7367,99.385,"BMP8A"
"301","XLOC_000301",578.188,598.741,668.842,546.034,522.155,497.871,"PPIE"
"302","XLOC_000302",215.715,232.976,235.036,41.0733,22.5515,62.4705,"MFSD2A"
"303","XLOC_000303",5868.52,5916.64,5867.53,8399.5,8108.14,6406.07,"CAP1"
"304","XLOC_000304",1022,981.999,910.155,1107.77,1143.19,897.304,"RLF"
"305","XLOC_000305",0,0,0,0,1.73473,0,"TMCO2"
"306","XLOC_000306",1760.2,1786.68,1814.73,3026.14,2891.8,1709.42,"ZMPSTE24"
"307","XLOC_000307",143.221,143.125,143.672,492.88,423.275,364.412,"SMAP2"
"308","XLOC_000308",229.861,205.942,223.18,155.837,142.248,131.567,"ZNF643"
"309","XLOC_000309",120.235,101.778,115.077,140.133,157.861,134.406,"ZNF642"
"310","XLOC_000310",198.918,159.028,172.267,262.145,182.147,180.786,"DEM1"
"311","XLOC_000311",113.162,123.247,119.262,73.6904,93.6756,60.5775,"ZNF684"
"312","XLOC_000312",478.287,470.723,455.426,473.551,489.195,449.599,"NFYC"
"313","XLOC_000313",0,0,0,0,0,0,"MIR30E"
"314","XLOC_000314",0,0,0,0,0,0,"MIR30C1"
"315","XLOC_000315",38.8995,39.757,48.1231,14.4965,15.6126,32.1818,"KCNQ4"
"316","XLOC_000316",2765.4,2786.97,2807.18,2317.02,2194.44,1771.89,"CTPS"
"317","XLOC_000317",99.901,69.1773,79.5078,74.8984,78.063,88.0267,"LOC100507178"
"318","XLOC_000318",0,0,0,0,0,0,"GUCA2B"
"319","XLOC_000319",294.398,266.372,248.287,26.5769,32.9599,22.7166,"RIMKLA"
