"","tracking_id","ES_0","ES_1","ES_2","DefEnd_0","DefEnd_2","DefEnd_1","gene_short_name","es_mean","de_mean","xlog2","tstat","p","Bonf_p","es_count","de_count","es_present","de_present"
"5497","XLOC_005497",12.738,10.6015,13.2791,3043.86,1953.18,3484.21,"LGR5",12.2062,2827.08333333333,7.8555564651422,-6.18562538566065,0.0251536935370371,1,3,3,1,1
"2733","XLOC_002733",4.77676,3.53383,6.29011,1645.14,1000.71,1607.54,"DKK1",4.8669,1417.79666666667,8.18643179601704,-6.7660258746633,0.0211533834701233,1,3,3,1,1
"23924","XLOC_023925",3.18451,0.883458,0,3925.43,2912.28,3341.8,"SOX17",1.35598933333333,3393.17,11.2890721666753,-11.5525623320729,0.00740961178638912,1,2,3,1,1
"4954","XLOC_004954",0,0,0,0,0.945851,0,"MMP7",0,0.315283666666667,Inf,-1,0.422649730810374,1,0,1,0,0
"5322","XLOC_005322",0,0,0,1.73538,0,0,"WNT1",0,0.57846,Inf,-1,0.422649730810374,1,0,1,0,0
"6743","XLOC_006743",0,0,0,0,0.945851,0,"CSNK1A1L",0,0.315283666666667,Inf,-1,0.422649730810374,1,0,1,0,0
"10133","XLOC_010133",0,0,0,0,0,1.20686,"WNT9B",0,0.402286666666667,Inf,-1,0.422649730810374,1,0,1,0,0
"17233","XLOC_017233",0,0,0,0,0,1.20686,"WNT7A",0,0.402286666666667,Inf,-1,0.422649730810374,1,0,1,0,0
"24110","XLOC_024111",0,0,0,0,0,1.20686,"WISP1",0,0.402286666666667,Inf,-1,0.422649730810374,1,0,1,0,0
"884","XLOC_000884",0,0,0,0,0,0,"APCS",0,0,NA,NA,NA,NA,0,0,0,0
"8982","XLOC_008982",0,0,0,0,0,0,"TP53TG3D",0,0,NA,NA,NA,NA,0,0,0,0
"8983","XLOC_008983",0,0,0,0,0,0,"TP53TG3",0,0,NA,NA,NA,NA,0,0,0,0
"8984","XLOC_008984",0,0,0,0,0,0,"TP53TG3,TP53TG3B",0,0,NA,NA,NA,NA,0,0,0,0
"9510","XLOC_009510",0,0,0,0,0,0,"TP53TG3",0,0,NA,NA,NA,NA,0,0,0,0
"13958","XLOC_013958",0,0,0,0,0,0,"WNT6",0,0,NA,NA,NA,NA,0,0,0,0
"16753","XLOC_016753",0,0,0,0,0,0,"PRICKLE2-AS2",0,0,NA,NA,NA,NA,0,0,0,0
"16924","XLOC_016924",0,0,0,0,0,0,"RUVBL1-AS1",0,0,NA,NA,NA,NA,0,0,0,0
"19193","XLOC_019193",0,0,0,0,0,0,"LNCTCF7",0,0,NA,NA,NA,NA,0,0,0,0
"21366","XLOC_021366",0,0,0,0,0,0,"MSH5,MSH5-SAPCD1,SAPCD1",0,0,NA,NA,NA,NA,0,0,0,0
"21412","XLOC_021412",0,0,0,0,0,0,"SAPCD1-AS1,VWA7",0,0,NA,NA,NA,NA,0,0,0,0
"21498","XLOC_021498",0,0,0,0,0,0,"CSNK2B",0,0,NA,NA,NA,NA,0,0,0,0
"21503","XLOC_021503",0,0,0,0,0,0,"MSH5,MSH5-SAPCD1,SAPCD1",0,0,NA,NA,NA,NA,0,0,0,0
"21595","XLOC_021595",0,0,0,0,0,0,"SAPCD1-AS1,VWA7",0,0,NA,NA,NA,NA,0,0,0,0
"21696","XLOC_021696",0,0,0,0,0,0,"CSNK2B",0,0,NA,NA,NA,NA,0,0,0,0
"21701","XLOC_021701",0,0,0,0,0,0,"MSH5,MSH5-SAPCD1,SAPCD1",0,0,NA,NA,NA,NA,0,0,0,0
"21788","XLOC_021788",0,0,0,0,0,0,"SAPCD1-AS1,VWA7",0,0,NA,NA,NA,NA,0,0,0,0
"21879","XLOC_021879",0,0,0,0,0,0,"CSNK2B",0,0,NA,NA,NA,NA,0,0,0,0
"22042","XLOC_022042",0,0,0,0,0,0,"CSNK2B",0,0,NA,NA,NA,NA,0,0,0,0
"22047","XLOC_022047",0,0,0,0,0,0,"MSH5,MSH5-SAPCD1,SAPCD1",0,0,NA,NA,NA,NA,0,0,0,0
"22128","XLOC_022128",0,0,0,0,0,0,"SAPCD1-AS1,VWA7",0,0,NA,NA,NA,NA,0,0,0,0
"22227","XLOC_022227",0,0,0,0,0,0,"CSNK2B",0,0,NA,NA,NA,NA,0,0,0,0
"22232","XLOC_022232",0,0,0,0,0,0,"MSH5,MSH5-SAPCD1",0,0,NA,NA,NA,NA,0,0,0,0
"22412","XLOC_022412",0,0,0,0,0,0,"CSNK2B",0,0,NA,NA,NA,NA,0,0,0,0
"22417","XLOC_022417",0,0,0,0,0,0,"MSH5,MSH5-SAPCD1,SAPCD1",0,0,NA,NA,NA,NA,0,0,0,0
"22495","XLOC_022495",0,0,0,0,0,0,"SAPCD1-AS1,VWA7",0,0,NA,NA,NA,NA,0,0,0,0
"23568","XLOC_023569",0,0,0,0,0,0,"WNT2",0,0,NA,NA,NA,NA,0,0,0,0
"25367","XLOC_025368",0,0,0,0,0,0,"PRKACG",0,0,NA,NA,NA,NA,0,0,0,0
"26847","XLOC_026849",0,0,0,0,0,0,"TBL1Y",0,0,NA,NA,NA,NA,0,0,0,0
