"","tracking_id","ES_1","ES_0","ES_2","DefEnd_1","DefEnd_0","DefEnd_2","gene_short_name","es_mean","de_mean","xlog2","tstat","p","Bonf_p"
"6","XLOC_000006",0,0,0,33.8251,24.2863,110.743,"SAMD11",0,56.2848,Inf,-2.0565932119146,0.176015264584369,1
"160","XLOC_000160",0,0,0,0,0,0.946523,"CELA3B",0,0.315507666666667,Inf,-1,0.422649730810374,1
"305","XLOC_000305",0,0,0,0,1.73473,0,"TMCO2",0,0.578243333333333,Inf,-1,0.422649730810374,1
"386","XLOC_000386",0,0,0,30.201,39.8989,33.1283,"CDKN2C",0,34.4094,Inf,-11.981454417105,0.00689400709924191,1
"416","XLOC_000416",0,0,0,1.20804,0,0,"C8A",0,0.40268,Inf,-1,0.422649730810374,1
"471","XLOC_000471",0,0,0,1.20804,0,0.946523,"MGC27382",0,0.718187666666667,Inf,-1.95721513362721,0.189452353690562,1
"473","XLOC_000473",0,0,0,0,0,0.946523,"IFI44L",0,0.315507666666667,Inf,-1,0.422649730810374,1
"478","XLOC_000478",0,0,0,0,0,0.946523,"DNASE2B",0,0.315507666666667,Inf,-1,0.422649730810374,1
"485","XLOC_000485",0,0,0,0,1.73473,0,"CLCA1",0,0.578243333333333,Inf,-1,0.422649730810374,1
"505","XLOC_000505",0,0,0,3.62412,0,0,"C1orf146",0,1.20804,Inf,-1,0.422649730810374,1
"715","XLOC_000715",0,0,0,1.20804,0,0,"SPRR3",0,0.40268,Inf,-1,0.422649730810374,1
"760","XLOC_000760",0,0,0,1.20804,0,0.946523,"RXFP4",0,0.718187666666667,Inf,-1.95721513362721,0.189452353690562,1
"776","XLOC_000776",0,0,0,9.66432,0,0.946523,"NTRK1",0,3.53694766666667,Inf,-1.14991032775399,0.369122615578959,1
"782","XLOC_000782",0,0,0,0,0,0.946523,"CD1A",0,0.315507666666667,Inf,-1,0.422649730810374,1
"811","XLOC_000811",0,0,0,2.41608,1.73473,0.946523,"LY9",0,1.699111,Inf,-4.00169116851468,0.0571466931241781,1
"846","XLOC_000846",0,0,0,0,0,0.946523,"FMO9P",0,0.315507666666667,Inf,-1,0.422649730810374,1
"910","XLOC_000910",0,0,0,0,0,0.946523,"GM140",0,0.315507666666667,Inf,-1,0.422649730810374,1
"932","XLOC_000932",0,0,0,0,0,0.946523,"RGS21",0,0.315507666666667,Inf,-1,0.422649730810374,1
"947","XLOC_000947",0,0,0,2.41608,1.73473,1.89305,"LHX9",0,2.01462,Inf,-9.78601769420208,0.010281342914321,1
"1007","XLOC_001007",0,0,0,0,0,0.946523,"C4BPA",0,0.315507666666667,Inf,-1,0.422649730810374,1
"1037","XLOC_001037",0,0,0,1.20804,0,0,"LINC00538",0,0.40268,Inf,-1,0.422649730810374,1
"1117","XLOC_001117",0,0,0,1.20804,0,0,"RPS7P5",0,0.40268,Inf,-1,0.422649730810374,1
"1145","XLOC_001145",0,0,0,1.20804,1.73473,0,"OR2L13",0,0.980923333333333,Inf,-1.91031554464698,0.196274810093423,1
"1146","XLOC_001146",0,0,0,1.20804,0,0,"OR2L8",0,0.40268,Inf,-1,0.422649730810374,1
"1175","XLOC_001175",0,0,0,13.2884,13.8779,9.46523,"LOC100130417",0,12.21051,Inf,-8.82805429128416,0.012589483648081,1
"1178","XLOC_001178",0,0,0,2.41608,3.46947,6.62566,"HES4",0,4.17040333333333,Inf,-3.29746681987769,0.0809572758259422,1
"1235","XLOC_001235",0,0,0,3.62412,0,1.89305,"UTS2",0,1.83905666666667,Inf,-1.7572705020866,0.220950444808976,1
"1364","XLOC_001364",0,0,0,0,1.73473,0.946523,"ZNF683",0,0.893751,Inf,-1.78226897261643,0.216649971630155,1
"1441","XLOC_001441",0,0,0,3.62412,1.73473,18.9305,"CSF3R",0,8.09645,Inf,-1.4871114037935,0.275355359324215,1
"1479","XLOC_001479",0,0,0,1.20804,0,0.946523,"GUCA2A",0,0.718187666666667,Inf,-1.95721513362721,0.189452353690562,1
"1663","XLOC_001663",0,0,0,3.62412,0,0.946523,"LOC100128787",0,1.52354766666667,Inf,-1.40387252392762,0.295492708326724,1
"1673","XLOC_001673",0,0,0,4.83216,5.2042,7.57219,"AKNAD1",0,5.86951666666667,Inf,-6.84025675423637,0.0207108456924242,1
"1708","XLOC_001708",0,0,0,1.20804,0,0.946523,"LOC643441",0,0.718187666666667,Inf,-1.95721513362721,0.189452353690562,1
"1718","XLOC_001718",0,0,0,1.20804,0,0,"AMPD1",0,0.40268,Inf,-1,0.422649730810374,1
"1819","XLOC_001819",0,0,0,0,1.73473,0,"FLG",0,0.578243333333333,Inf,-1,0.422649730810374,1
"1826","XLOC_001826",0,0,0,0,1.73473,1.89305,"SPRR2D",0,1.20926,Inf,-1.9943107535757,0.184279834659855,1
"1829","XLOC_001829",0,0,0,0,0,0.946523,"SPRR2E",0,0.315507666666667,Inf,-1,0.422649730810374,1
"1833","XLOC_001833",0,0,0,2.41608,5.2042,0,"PGLYRP3",0,2.54009333333333,Inf,-1.68933864481307,0.233216307772301,1
"1834","XLOC_001834",0,0,0,14.4965,15.6126,12.3048,"PGLYRP4",0,14.1379666666667,Inf,-14.5517990563507,0.00468925083345414,1
"1838","XLOC_001838",0,0,0,0,1.73473,0,"S100A7",0,0.578243333333333,Inf,-1,0.422649730810374,1
"1909","XLOC_001909",0,0,0,1.20804,0,0,"MIR765",0,0.40268,Inf,-1,0.422649730810374,1
"1950","XLOC_001950",0,0,0,2.41608,0,0.946523,"CD244",0,1.12086766666667,Inf,-1.59465876063745,0.25183148676915,1
"1962","XLOC_001962",0,0,0,118.388,140.513,127.781,"APOA2",0,128.894,Inf,-20.1047062446772,0.00246488405273839,1
"1998","XLOC_001998",0,0,0,0,1.73473,0,"SELP",0,0.578243333333333,Inf,-1,0.422649730810374,1
"2000","XLOC_002000",0,0,0,2.41608,0,0,"SELE",0,0.80536,Inf,-1,0.422649730810374,1
"2011","XLOC_002011",0,0,0,1.20804,1.73473,0.946523,"TNFSF18",0,1.296431,Inf,-5.59317107046364,0.0305102998187393,1
"2080","XLOC_002080",0,0,0,0,3.46947,0,"ATP6V1G3",0,1.15649,Inf,-1,0.422649730810374,1
"2107","XLOC_002107",0,0,0,7.24824,0,4.73262,"MYOG",0,3.99362,Inf,-1.87956138672879,0.200927929167403,1
"2108","XLOC_002108",0,0,0,1.20804,0,0,"MYBPH",0,0.40268,Inf,-1,0.422649730810374,1
"2113","XLOC_002113",0,0,0,7.24824,12.1431,10.4118,"LINC00303",0,9.93438,Inf,-6.93235333911087,0.0201806465610772,1
"2129","XLOC_002129",0,0,0,0,0,1.89305,"MIR135B",0,0.631016666666667,Inf,-1,0.422649730810374,1
"2221","XLOC_002221",0,0,0,2.41608,0,0,"AGT",0,0.80536,Inf,-1,0.422649730810374,1
"2238","XLOC_002238",0,0,0,3.62412,3.46947,0,"SNORA14B",0,2.36453,Inf,-1.99857562351607,0.183697390282599,1
"2382","XLOC_002382",0,0,0,0,0,0.946523,"LOC387647",0,0.315507666666667,Inf,-1,0.422649730810374,1
"2400","XLOC_002400",0,0,0,1.20804,1.73473,0,"FXYD4",0,0.980923333333333,Inf,-1.91031554464698,0.196274810093423,1
"2416","XLOC_002416",0,0,0,8.45628,6.93893,4.73262,"PPYR1",0,6.70927666666667,Inf,-6.20629551918307,0.0249926416389832,1
"2430","XLOC_002430",0,0,0,0,0,1.89305,"C10orf71",0,0.631016666666667,Inf,-1,0.422649730810374,1
"2434","XLOC_002434",0,0,0,1.20804,1.73473,1.89305,"MSMB",0,1.61194,Inf,-7.78500880448492,0.0161024622094998,1
"2537","XLOC_002537",0,0,0,0,3.46947,0,"FAM25A",0,1.15649,Inf,-1,0.422649730810374,1
"2683","XLOC_002683",0,0,0,0,1.73473,0,"PNLIP",0,0.578243333333333,Inf,-1,0.422649730810374,1
"2707","XLOC_002707",0,0,0,2.41608,0,0,"DMBT1",0,0.80536,Inf,-1,0.422649730810374,1
"2765","XLOC_002765",0,0,0,3.62412,1.73473,1.89305,"AKR1CL1",0,2.4173,Inf,-3.99462385062797,0.0573320078513913,1
"2778","XLOC_002778",0,0,0,2.41608,3.46947,3.78609,"FLJ45983",0,3.22388,Inf,-7.78503276093167,0.0161023654880594,1
"2780","XLOC_002780",0,0,0,1.20804,0,0,"LOC254312",0,0.40268,Inf,-1,0.422649730810374,1
"2894","XLOC_002894",0,0,0,0,0,0.946523,"LRRC18",0,0.315507666666667,Inf,-1,0.422649730810374,1
"2977","XLOC_002977",0,0,0,0,1.73473,1.89305,"DUPD1",0,1.20926,Inf,-1.9943107535757,0.184279834659855,1
"3027","XLOC_003027",0,0,0,31.409,48.5725,32.1818,"LOC100128054",0,37.3877666666667,Inf,-6.68018678209175,0.0216828420968558,1
"3110","XLOC_003110",0,0,0,2.41608,0,2.83957,"NRAP",0,1.75188333333333,Inf,-1.98080155251775,0.186141263891898,1
"3220","XLOC_003220",0,0,0,0,0,1.89305,"IGF2-AS1",0,0.631016666666667,Inf,-1,0.422649730810374,1
"3226","XLOC_003226",0,0,0,1.20804,0,0,"KCNQ1DN",0,0.40268,Inf,-1,0.422649730810374,1
"3238","XLOC_003238",0,0,0,0,0,0.946523,"OR52I2",0,0.315507666666667,Inf,-1,0.422649730810374,1
"3259","XLOC_003259",0,0,0,1.20804,0,0,"OR52E4",0,0.40268,Inf,-1,0.422649730810374,1
"3274","XLOC_003274",0,0,0,1.20804,0,0,"OR2D3",0,0.40268,Inf,-1,0.422649730810374,1
"3277","XLOC_003277",0,0,0,1.20804,0,0,"RBMXL2",0,0.40268,Inf,-1,0.422649730810374,1
"3333","XLOC_003333",0,0,0,0,1.73473,0,"SLC6A5",0,0.578243333333333,Inf,-1,0.422649730810374,1
"3345","XLOC_003345",0,0,0,0,0,0.946523,"FSHB",0,0.315507666666667,Inf,-1,0.422649730810374,1
"3351","XLOC_003351",0,0,0,8.45628,8.67367,14.1979,"WT1-AS",0,10.4426166666667,Inf,-5.558456266426,0.0308750645314838,1
"3411","XLOC_003411",0,0,0,0,0,0.946523,"FAM180B",0,0.315507666666667,Inf,-1,0.422649730810374,1
"3416","XLOC_003416",0,0,0,1.20804,0,0,"OR4S1",0,0.40268,Inf,-1,0.422649730810374,1
"3440","XLOC_003440",0,0,0,2.41608,0,0,"OR8I2",0,0.80536,Inf,-1,0.422649730810374,1
"3444","XLOC_003444",0,0,0,1.20804,0,0,"OR5T3",0,0.40268,Inf,-1,0.422649730810374,1
"3524","XLOC_003524",0,0,0,0,1.73473,0,"SCGB1A1",0,0.578243333333333,Inf,-1,0.422649730810374,1
"3579","XLOC_003579",0,0,0,0,0,0.946523,"MIR612",0,0.315507666666667,Inf,-1,0.422649730810374,1
"3645","XLOC_003645",0,0,0,0,0,0.946523,"MIR548K",0,0.315507666666667,Inf,-1,0.422649730810374,1
"3648","XLOC_003648",0,0,0,0,0,0.946523,"KRTAP5-7",0,0.315507666666667,Inf,-1,0.422649730810374,1
"3650","XLOC_003650",0,0,0,2.41608,3.46947,0,"KRTAP5-9",0,1.96185,Inf,-1.91031423924421,0.196275004531905,1
"3651","XLOC_003651",0,0,0,0,1.73473,0,"KRTAP5-10",0,0.578243333333333,Inf,-1,0.422649730810374,1
"3703","XLOC_003703",0,0,0,0,0,0.946523,"CCDC83",0,0.315507666666667,Inf,-1,0.422649730810374,1
"3710","XLOC_003710",0,0,0,0,0,0.946523,"TYR",0,0.315507666666667,Inf,-1,0.422649730810374,1
"3753","XLOC_003753",0,0,0,1.20804,0,0,"DDI1",0,0.40268,Inf,-1,0.422649730810374,1
"3771","XLOC_003771",0,0,0,1.20804,0,0,"C11orf88",0,0.40268,Inf,-1,0.422649730810374,1
"3789","XLOC_003789",0,0,0,0,0,2.83957,"ZBTB16",0,0.946523333333333,Inf,-1,0.422649730810374,1
"3794","XLOC_003794",0,0,0,0,0,0.946523,"APOC3",0,0.315507666666667,Inf,-1,0.422649730810374,1
"3935","XLOC_003935",0,0,0,0,3.46947,0,"SLC22A18AS",0,1.15649,Inf,-1,0.422649730810374,1
"3970","XLOC_003970",0,0,0,1.20804,0,2.83957,"HBE1",0,1.34920333333333,Inf,-1.63987759143317,0.242710174416243,1
"3981","XLOC_003981",0,0,0,0,1.73473,0,"OR52E6",0,0.578243333333333,Inf,-1,0.422649730810374,1
"3985","XLOC_003985",0,0,0,1.20804,0,0,"OR56A4",0,0.40268,Inf,-1,0.422649730810374,1
"3987","XLOC_003987",0,0,0,0,3.46947,0.946523,"OR52B2",0,1.47199766666667,Inf,-1.42161776230864,0.2910494182856,1
"4126","XLOC_004126",0,0,0,0,0,0.946523,"SPI1",0,0.315507666666667,Inf,-1,0.422649730810374,1
"4128","XLOC_004128",0,0,0,0,1.73473,1.89305,"RAPSN",0,1.20926,Inf,-1.9943107535757,0.184279834659855,1
"4141","XLOC_004141",0,0,0,2.41608,1.73473,0,"LOC441601",0,1.38360333333333,Inf,-1.92375792549672,0.19428616247229,1
"4153","XLOC_004153",0,0,0,2.41608,0,0,"OR8H1",0,0.80536,Inf,-1,0.422649730810374,1
"4340","XLOC_004340",0,0,0,1.20804,0,0.946523,"KRTAP5-11",0,0.718187666666667,Inf,-1.95721513362721,0.189452353690562,1
"4440","XLOC_004440",0,0,0,0,0,0.946523,"MMP7",0,0.315507666666667,Inf,-1,0.422649730810374,1
"4441","XLOC_004441",0,0,0,1.20804,0,1.89305,"MMP20",0,1.03369666666667,Inf,-1.86795066619345,0.202722873511239,1
"4490","XLOC_004490",0,0,0,0,0,0.946523,"FAM55A",0,0.315507666666667,Inf,-1,0.422649730810374,1
"4512","XLOC_004512",0,0,0,0,1.73473,0,"CD3D",0,0.578243333333333,Inf,-1,0.422649730810374,1
"4550","XLOC_004550",0,0,0,0,0,0.946523,"OR8D2",0,0.315507666666667,Inf,-1,0.422649730810374,1
"4651","XLOC_004651",0,0,0,158.253,256.741,212.968,"ACSM4",0,209.320666666667,Inf,-7.34730076630097,0.0180250717318927,1
"4673","XLOC_004673",0,0,0,0,0,0.946523,"CLEC12A",0,0.315507666666667,Inf,-1,0.422649730810374,1
"4770","XLOC_004770",0,0,0,3.62412,0,1.89305,"LOC255411",0,1.83905666666667,Inf,-1.7572705020866,0.220950444808976,1
"4773","XLOC_004773",0,0,0,0,1.73473,0,"WNT1",0,0.578243333333333,Inf,-1,0.422649730810374,1
"4796","XLOC_004796",0,0,0,0,0,0.946523,"HIGD1C",0,0.315507666666667,Inf,-1,0.422649730810374,1
"4814","XLOC_004814",0,0,0,2.41608,0,2.83957,"SOAT2",0,1.75188333333333,Inf,-1.98080155251775,0.186141263891898,1
"4821","XLOC_004821",0,0,0,12.0804,12.1431,50.1657,"AMHR2",0,24.7964,Inf,-1.95483318469126,0.189791122510395,1
"4828","XLOC_004828",0,0,0,0,1.73473,0,"HOXC11",0,0.578243333333333,Inf,-1,0.422649730810374,1
"4843","XLOC_004843",0,0,0,1.20804,0,1.89305,"MUCL1",0,1.03369666666667,Inf,-1.86795066619345,0.202722873511239,1
"4876","XLOC_004876",0,0,0,1.20804,0,1.89305,"SLC39A5",0,1.03369666666667,Inf,-1.86795066619345,0.202722873511239,1
"5109","XLOC_005110",0,0,0,0,0,0.946523,"LOC100507091",0,0.315507666666667,Inf,-1,0.422649730810374,1
"5230","XLOC_005231",0,0,0,124.428,93.6756,44.4866,"OLR1",0,87.5300666666667,Inf,-3.7597584775272,0.0640235664250638,1
"5233","XLOC_005234",0,0,0,1.20804,1.73473,0.946523,"KLRC2",0,1.296431,Inf,-5.59317107046364,0.0305102998187393,1
"5234","XLOC_005235",0,0,0,2.41608,1.73473,0.946523,"KLRC1",0,1.699111,Inf,-4.00169116851468,0.0571466931241781,1
"5240","XLOC_005241",0,0,0,0,0,0.946523,"TAS2R8",0,0.315507666666667,Inf,-1,0.422649730810374,1
"5255","XLOC_005256",0,0,0,0,0,1.89305,"PRB4",0,0.631016666666667,Inf,-1,0.422649730810374,1
"5275","XLOC_005276",0,0,0,1.20804,0,0.946523,"ERP27",0,0.718187666666667,Inf,-1.95721513362721,0.189452353690562,1
"5513","XLOC_005514",0,0,0,0,0,0.946523,"SNORA70G",0,0.315507666666667,Inf,-1,0.422649730810374,1
"5558","XLOC_005559",0,0,0,1.20804,0,0,"KERA",0,0.40268,Inf,-1,0.422649730810374,1
"5621","XLOC_005622",0,0,0,0,1.73473,0,"LOC100131733",0,0.578243333333333,Inf,-1,0.422649730810374,1
"5626","XLOC_005627",0,0,0,4.83216,0,4.73262,"MGC14436",0,3.18826,Inf,-1.99967516655204,0.183547630485959,1
"5638","XLOC_005639",0,0,0,1.20804,0,0,"MYL2",0,0.40268,Inf,-1,0.422649730810374,1
"5654","XLOC_005655",0,0,0,1.20804,0,0,"TBX5",0,0.40268,Inf,-1,0.422649730810374,1
"5693","XLOC_005694",0,0,0,0,0,0.946523,"IL31",0,0.315507666666667,Inf,-1,0.422649730810374,1
"5700","XLOC_005701",0,0,0,3.62412,0,0,"HCAR3",0,1.20804,Inf,-1,0.422649730810374,1
"5734","XLOC_005735",0,0,0,0,0,0.946523,"LOC647589",0,0.315507666666667,Inf,-1,0.422649730810374,1
"5773","XLOC_005774",0,0,0,2.41608,0,1.89305,"ALOX5AP",0,1.43637666666667,Inf,-1.95721584408547,0.189452252767978,1
"5775","XLOC_005776",0,0,0,4.83216,0,7.57219,"TEX26",0,4.13478333333333,Inf,-1.8679513444009,0.202722768042414,1
"5777","XLOC_005778",0,0,0,1.20804,0,0.946523,"RXFP2",0,0.718187666666667,Inf,-1.95721513362721,0.189452353690562,1
"5820","XLOC_005821",0,0,0,4.83216,0,2.83957,"CYSLTR2",0,2.55724333333333,Inf,-1.82393298186374,0.209724582908482,1
"5981","XLOC_005982",0,0,0,0,0,0.946523,"CSNK1A1L",0,0.315507666666667,Inf,-1,0.422649730810374,1
"6078","XLOC_006079",0,0,0,3.62412,1.73473,0.946523,"RNF113B",0,2.101791,Inf,-2.64560697526771,0.118093588532823,1
"6134","XLOC_006135",0,0,0,0,0,0.946523,"OR11H4",0,0.315507666666667,Inf,-1,0.422649730810374,1
"6174","XLOC_006175",0,0,0,1.20804,1.73473,1.89305,"CPNE6",0,1.61194,Inf,-7.78500880448492,0.0161024622094998,1
"6214","XLOC_006215",0,0,0,0,0,0.946523,"MIA2",0,0.315507666666667,Inf,-1,0.422649730810374,1
"6387","XLOC_006388",0,0,0,0,0,0.946523,"SERPINA4",0,0.315507666666667,Inf,-1,0.422649730810374,1
"6422","XLOC_006423",0,0,0,1.20804,1.73473,0,"MIR433",0,0.980923333333333,Inf,-1.91031554464698,0.196274810093423,1
"6424","XLOC_006425",0,0,0,0,0,0.946523,"MIR432",0,0.315507666666667,Inf,-1,0.422649730810374,1
"6551","XLOC_006552",0,0,0,1.20804,3.46947,0.946523,"LOC642426",0,1.87467766666667,Inf,-2.34053298883206,0.144107369033213,1
"6566","XLOC_006567",0,0,0,4.83216,1.73473,11.3583,"OR6S1",0,5.97506333333333,Inf,-2.10667708161344,0.169729695272213,1
"6571","XLOC_006572",0,0,0,1.20804,0,0,"OR5AU1",0,0.40268,Inf,-1,0.422649730810374,1
"6623","XLOC_006624",0,0,0,1.20804,0,1.89305,"CMA1",0,1.03369666666667,Inf,-1.86795066619345,0.202722873511239,1
"6637","XLOC_006638",0,0,0,1.20804,0,0,"GPR33",0,0.40268,Inf,-1,0.422649730810374,1
"6649","XLOC_006650",0,0,0,1.20804,1.73473,0.946523,"SFTA3",0,1.296431,Inf,-5.59317107046364,0.0305102998187393,1
"6650","XLOC_006651",0,0,0,4.83216,1.73473,0.946523,"NKX2-1",0,2.504471,Inf,-2.11191292711441,0.16909030481564,1
"6826","XLOC_006827",0,0,0,2.41608,1.73473,2.83957,"SERPINA6",0,2.33012666666667,Inf,-7.24041324297411,0.0185463710677951,1
"6835","XLOC_006836",0,0,0,169.126,121.431,110.743,"LINC00341",0,133.766666666667,Inf,-7.45348264703449,0.0175284891009864,1
"6836","XLOC_006837",0,0,0,38.6573,19.0821,49.2192,"C14orf49",0,35.6528666666667,Inf,-4.03834935472238,0.056199320423039,1
"6850","XLOC_006851",0,0,0,22.9527,26.021,28.3957,"DIO3OS",0,25.7898,Inf,-16.3692229019358,0.00371125640086079,1
"6910","XLOC_006911",0,0,0,1.20804,3.46947,0,"SNORD116-15",0,1.55917,Inf,-1.53337709164436,0.264907169793176,1
"6911","XLOC_006912",0,0,0,1.20804,0,0,"SNORD116-16",0,0.40268,Inf,-1,0.422649730810374,1
"7250","XLOC_007251",0,0,0,0,0,0.946523,"AGBL1",0,0.315507666666667,Inf,-1,0.422649730810374,1
"7295","XLOC_007296",0,0,0,0,0,0.946523,"MIR4714",0,0.315507666666667,Inf,-1,0.422649730810374,1
"7381","XLOC_007382",0,0,0,2.41608,0,0,"PPP1R14D",0,0.80536,Inf,-1,0.422649730810374,1
"7423","XLOC_007424",0,0,0,0,0,2.83957,"DUOXA1",0,0.946523333333333,Inf,-1,0.422649730810374,1
"7524","XLOC_007525",0,0,0,1.20804,0,1.89305,"MIR4312",0,1.03369666666667,Inf,-1.86795066619345,0.202722873511239,1
"7559","XLOC_007560",0,0,0,0,0,0.946523,"MIR631",0,0.315507666666667,Inf,-1,0.422649730810374,1
"7631","XLOC_007632",0,0,0,0,1.73473,0.946523,"RLBP1",0,0.893751,Inf,-1.78226897261643,0.216649971630155,1
"7634","XLOC_007635",0,0,0,0,0,0.946523,"LOC283761",0,0.315507666666667,Inf,-1,0.422649730810374,1
"7638","XLOC_007639",0,0,0,0,0,0.946523,"MESP1",0,0.315507666666667,Inf,-1,0.422649730810374,1
"7730","XLOC_007731",0,0,0,0,0,0.946523,"MIR4516",0,0.315507666666667,Inf,-1,0.422649730810374,1
"7801","XLOC_007802",0,0,0,1.20804,0,0,"TNFRSF17",0,0.40268,Inf,-1,0.422649730810374,1
"7916","XLOC_007917",0,0,0,1.20804,0,0.946523,"SNORA30",0,0.718187666666667,Inf,-1.95721513362721,0.189452353690562,1
"7975","XLOC_007976",0,0,0,0,0,1.89305,"MT3",0,0.631016666666667,Inf,-1,0.422649730810374,1
"7977","XLOC_007978",0,0,0,0,1.73473,0,"MT1L",0,0.578243333333333,Inf,-1,0.422649730810374,1
"8027","XLOC_008028",0,0,0,2.41608,1.73473,5.67914,"FBXL8,HSF4",0,3.27665,Inf,-2.69186592986859,0.114735310330159,1
"8066","XLOC_008067",0,0,0,1.20804,0,0,"MIR1972-2",0,0.40268,Inf,-1,0.422649730810374,1
"8083","XLOC_008084",0,0,0,8.45628,6.93893,9.46523,"HP",0,8.28681333333333,Inf,-11.287076599378,0.00775818355913477,1
"8133","XLOC_008134",0,0,0,1.20804,0,0,"FOXC2",0,0.40268,Inf,-1,0.422649730810374,1
"8406","XLOC_008407",0,0,0,0,0,0.946523,"LINC00273",0,0.315507666666667,Inf,-1,0.422649730810374,1
"8410","XLOC_008411",0,0,0,1.20804,3.46947,1.89305,"ANKRD26P1",0,2.19018666666667,Inf,-3.27132396773625,0.0821007501233606,1
"8418","XLOC_008419",0,0,0,2.41608,5.2042,16.0909,"ABCC12",0,7.90372666666667,Inf,-1.89448749865366,0.198651425313527,1
"8439","XLOC_008440",0,0,0,1.20804,0,0,"DKFZP434H168",0,0.40268,Inf,-1,0.422649730810374,1
"8457","XLOC_008458",0,0,0,0,0,1.89305,"SNORA50",0,0.631016666666667,Inf,-1,0.422649730810374,1
"8598","XLOC_008599",0,0,0,0,1.73473,0,"LOC100506388",0,0.578243333333333,Inf,-1,0.422649730810374,1
"8612","XLOC_008613",0,0,0,0,0,0.946523,"HIC1",0,0.315507666666667,Inf,-1,0.422649730810374,1
"8677","XLOC_008678",0,0,0,0,1.73473,0,"SLC35G6",0,0.578243333333333,Inf,-1,0.422649730810374,1
"8836","XLOC_008837",0,0,0,1.20804,0,0,"CCL7",0,0.40268,Inf,-1,0.422649730810374,1
"8947","XLOC_008948",0,0,0,1.20804,0,0,"C17orf105",0,0.40268,Inf,-1,0.422649730810374,1
"8980","XLOC_008981",0,0,0,1.20804,0,0,"WNT9B",0,0.40268,Inf,-1,0.422649730810374,1
"9001","XLOC_009002",0,0,0,8.45628,1.73473,6.62566,"B4GALNT2",0,5.60555666666667,Inf,-2.79402963805875,0.107780435523743,1
"9023","XLOC_009024",0,0,0,2.41608,0,0,"WFIKKN2",0,0.80536,Inf,-1,0.422649730810374,1
"9027","XLOC_009028",0,0,0,1.20804,0,0.946523,"LOC100506650",0,0.718187666666667,Inf,-1.95721513362721,0.189452353690562,1
"9041","XLOC_009042",0,0,0,2.41608,0,0,"OR4D1",0,0.80536,Inf,-1,0.422649730810374,1
"9142","XLOC_009143",0,0,0,1.20804,0,0,"GALR2",0,0.40268,Inf,-1,0.422649730810374,1
"9143","XLOC_009144",0,0,0,0,1.73473,0.946523,"ZACN",0,0.893751,Inf,-1.78226897261643,0.216649971630155,1
"9186","XLOC_009187",0,0,0,0,0,0.946523,"FSCN2",0,0.315507666666667,Inf,-1,0.422649730810374,1
"9192","XLOC_009193",0,0,0,1.20804,0,0.946523,"GCGR",0,0.718187666666667,Inf,-1.95721513362721,0.189452353690562,1
"9194","XLOC_009195",0,0,0,0,0,0.946523,"NPB",0,0.315507666666667,Inf,-1,0.422649730810374,1
"9322","XLOC_009323",0,0,0,0,1.73473,0,"HES7",0,0.578243333333333,Inf,-1,0.422649730810374,1
"9371","XLOC_009372",0,0,0,2.41608,3.46947,1.89305,"KRT16P2",0,2.59286666666667,Inf,-5.59315525504224,0.0305104645468759,1
"9401","XLOC_009402",0,0,0,0,0,3.78609,"KRT16P3",0,1.26203,Inf,-1,0.422649730810374,1
"9413","XLOC_009414",0,0,0,1.20804,0,0.946523,"SEBOX",0,0.718187666666667,Inf,-1.95721513362721,0.189452353690562,1
"9456","XLOC_009457",0,0,0,1.20804,0,0,"AA06",0,0.40268,Inf,-1,0.422649730810374,1
"9458","XLOC_009459",0,0,0,1.20804,0,0,"C17orf102",0,0.40268,Inf,-1,0.422649730810374,1
"9524","XLOC_009525",0,0,0,2.41608,0,0,"KRT24",0,0.80536,Inf,-1,0.422649730810374,1
"9525","XLOC_009526",0,0,0,0,0,0.946523,"KRT25",0,0.315507666666667,Inf,-1,0.422649730810374,1
"9533","XLOC_009534",0,0,0,0,3.46947,0,"KRT39",0,1.15649,Inf,-1,0.422649730810374,1
"9538","XLOC_009539",0,0,0,1.20804,0,0,"KRTAP1-5",0,0.40268,Inf,-1,0.422649730810374,1
"9570","XLOC_009571",0,0,0,0,0,1.89305,"KRT14",0,0.631016666666667,Inf,-1,0.422649730810374,1
"9586","XLOC_009587",0,0,0,2.41608,0,0,"HCRT",0,0.80536,Inf,-1,0.422649730810374,1
"9661","XLOC_009662",0,0,0,0,1.73473,0.946523,"HOXB5",0,0.893751,Inf,-1.78226897261643,0.216649971630155,1
"9662","XLOC_009663",0,0,0,1.20804,0,0,"HOXB6",0,0.40268,Inf,-1,0.422649730810374,1
"9728","XLOC_009729",0,0,0,0,0,1.89305,"MIR4737",0,0.631016666666667,Inf,-1,0.422649730810374,1
"9749","XLOC_009750",0,0,0,0,0,0.946523,"CSH1",0,0.315507666666667,Inf,-1,0.422649730810374,1
"9779","XLOC_009780",0,0,0,0,3.46947,0,"ABCA6",0,1.15649,Inf,-1,0.422649730810374,1
"9840","XLOC_009841",0,0,0,1.20804,0,2.83957,"FLJ45079",0,1.34920333333333,Inf,-1.63987759143317,0.242710174416243,1
"9944","XLOC_009945",0,0,0,1.20804,0,0,"LOC645355",0,0.40268,Inf,-1,0.422649730810374,1
"9946","XLOC_009947",0,0,0,1.20804,0,0,"LOC100130480",0,0.40268,Inf,-1,0.422649730810374,1
