"","tracking_id","ES_0","ES_1","ES_2","DefEnd_0","DefEnd_2","DefEnd_1","gene_short_name"
"1","XLOC_000001",0,0,0,0,0,0,"DDX11L1"
"2","XLOC_000002",0,0,0,0,0,0,"MIR1302-11"
"3","XLOC_000003",0,0,0,0,0,0,"OR4F5"
"4","XLOC_000004",0,0,0.698902,0,0.945851,0,"LOC100132287,LOC100133331"
"5","XLOC_000005",0,0,0,0,0,0,"OR4F29"
"6","XLOC_000006",0.796126,0,0.698902,1.73538,6.62096,3.62058,"FAM87B"
"7","XLOC_000007",187.09,163.44,196.391,204.775,228.896,264.302,"LINC01128"
"8","XLOC_000008",0,0,0,24.2953,111.61,34.999,"SAMD11"
"9","XLOC_000009",25.476,26.5037,37.7407,34.7076,76.614,12.0686,"KLHL17"
"10","XLOC_000010",3.18451,4.41729,1.3978,1.73538,14.1878,2.41372,"PLEKHN1"
"11","XLOC_000011",7.96126,8.83458,6.29011,3.47076,11.3502,2.41372,"ISG15"
"12","XLOC_000012",386.917,397.556,394.181,397.402,984.631,325.852,"AGRN"
"13","XLOC_000013",0.796126,0,0,0,0,0,"LINC01342"
"14","XLOC_000014",0,0,0,0,0,0,"MIR200B"
"15","XLOC_000015",0,0,0,0,0,0,"MIR200A"
"16","XLOC_000016",0,0,0,0,0,0,"MIR429"
"17","XLOC_000017",3.18451,2.65037,2.0967,0,1.8917,0,"TTLL10"
"18","XLOC_000018",139.322,147.538,175.424,308.898,254.434,264.302,"B3GALT6"
"19","XLOC_000019",5.57288,17.6692,4.89231,1.73538,16.0795,3.62058,"SCNN1D"
"20","XLOC_000020",39.0102,28.2707,47.5253,1.73538,36.8882,12.0686,"PUSL1"
"21","XLOC_000021",27.0683,23.8534,27.9561,20.8246,32.1589,16.896,"CPTP"
"22","XLOC_000022",0,0,0,0,0,0,"TAS1R3"
"23","XLOC_000023",161.614,135.169,163.543,112.8,171.199,90.5145,"LOC148413"
"24","XLOC_000024",0,0,0,0,0,0,"TMEM88B"
"25","XLOC_000025",42.1947,36.2218,50.3209,15.6184,44.455,9.65489,"VWA1"
"26","XLOC_000026",65.2824,71.5601,95.7495,50.326,44.455,38.6195,"ATAD3C"
"27","XLOC_000027",62.894,67.1428,78.9759,48.5906,75.6681,30.1715,"ATAD3B"
"28","XLOC_000028",85.9816,88.3458,105.534,39.9137,90.8017,36.2058,"ATAD3A"
"29","XLOC_000029",8.75739,11.485,13.2791,15.6184,43.5092,10.8617,"MIB2"
"30","XLOC_000030",0,0,0,0,0,0,"MMP23A,MMP23B"
"31","XLOC_000031",0,0,0,0,0,0,"MMP23A"
"32","XLOC_000032",12.738,8.83458,8.38682,5.20614,6.62096,4.82744,"CALML6"
"33","XLOC_000033",2.38838,0.883458,1.3978,0,0,0,"GABRD"
"34","XLOC_000034",312.082,293.308,311.011,216.923,352.803,249.82,"PRKCZ"
"35","XLOC_000035",1308.04,1354.34,1367.05,1369.22,1277.85,1484.44,"SKI"
"36","XLOC_000036",925.895,871.09,893.196,1081.14,936.393,1243.07,"RER1"
"37","XLOC_000037",3.18451,1.76692,0.698902,0,0,1.20686,"PLCH2"
"38","XLOC_000038",0.796126,0.883458,0,0,0,1.20686,"TNFRSF14"
"39","XLOC_000039",0.796126,0.883458,0,0,0,0,"LOC100996583"
"40","XLOC_000040",306.509,227.932,269.776,244.689,288.485,216.028,"FAM213B"
"41","XLOC_000041",0,0,0,0,0,0,"ACTRT2"
"42","XLOC_000042",9.55352,8.83458,7.68792,1.73538,13.2419,8.44802,"PRDM16"
"43","XLOC_000043",0,0,0,0,0,0,"MIR4251"
"44","XLOC_000044",82.001,81.2781,89.4594,154.449,395.366,119.479,"ARHGEF16"
"45","XLOC_000045",319.247,307.443,371.117,907.604,985.577,893.077,"TPRG1L"
"46","XLOC_000046",47.7676,59.1917,54.5143,24.2953,14.1878,19.3098,"TP73"
"47","XLOC_000047",1.59225,0.883458,0,0,0.945851,0,"CCDC27"
"48","XLOC_000048",0,0.883458,1.3978,0,0,0,"SMIM1"
"49","XLOC_000049",203.808,194.361,221.552,150.978,158.903,133.962,"DFFB"
"50","XLOC_000050",11.9419,4.41729,9.08572,5.20614,13.2419,10.8617,"LINC01134"
"51","XLOC_000051",0,0,0,0,0,0,"LINC01346"
"52","XLOC_000052",0,0,0,0,0,0,"LOC284661"
"53","XLOC_000053",78.0204,78.6278,79.6748,296.75,290.376,279.992,"AJAP1"
"54","XLOC_000054",0,0,0,0,0,0,"MIR4417"
"55","XLOC_000055",118.623,124.568,132.092,22.5599,94.5851,19.3098,"KCNAB2"
"56","XLOC_000056",48.5637,47.7067,53.1165,41.6491,51.076,47.0676,"RNF207"
"57","XLOC_000057",61.3017,53.0075,58.7077,20.8246,27.4297,22.9304,"LINC00337"
"58","XLOC_000058",48.5637,37.9887,50.3209,0,0.945851,0,"HES3"
"59","XLOC_000059",23.8838,24.7368,32.1495,8.6769,11.3502,4.82744,"ESPN"
"60","XLOC_000060",0.796126,1.76692,0,0,0,0,"TAS1R1"
"61","XLOC_000061",77.2242,91.8796,82.4704,52.0614,144.715,66.3773,"ZBTB48"
"62","XLOC_000062",745.174,789.812,826.102,1065.52,992.198,965.489,"PHF13"
"63","XLOC_000063",46.1753,41.5225,47.5253,27.7661,52.0218,21.7235,"THAP3"
"64","XLOC_000064",0,0,0,0,0,0,"LOC100505887"
"65","XLOC_000065",726.067,746.522,749.921,970.078,731.143,854.457,"CAMTA1"
"66","XLOC_000066",925.895,939.999,933.034,1492.43,1158.67,1482.02,"VAMP3"
"67","XLOC_000067",316.858,379.887,297.732,102.387,118.231,124.307,"PER3"
"68","XLOC_000068",3436.88,3395.13,3662.94,3233.01,2687.16,3072.67,"PARK7"
"69","XLOC_000069",0.796126,0,0,0,0,0,"LOC102724539"
"70","XLOC_000070",7.96126,12.3684,8.38682,0,2.83755,0,"SLC45A1"
"71","XLOC_000071",0.796126,0,0.698902,1.73538,1.8917,2.41372,"LOC102724552"
"72","XLOC_000072",3.98063,1.76692,0.698902,0,0.945851,3.62058,"ENO1-AS1"
"73","XLOC_000073",0,0,0,0,0,0,"CA6"
"74","XLOC_000074",377.364,425.827,334.774,668.121,1103.81,669.808,"H6PD"
"75","XLOC_000075",48.5637,37.9887,38.4396,150.978,182.549,139.996,"SPSB1"
"76","XLOC_000076",632.124,609.586,665.354,524.085,364.153,559.983,"SLC25A33"
"77","XLOC_000077",136.934,125.451,127.899,90.2398,108.773,65.1705,"TMEM201"
"78","XLOC_000078",503.948,468.233,445.899,183.95,275.243,159.306,"PIK3CD"
"79","XLOC_000079",184.701,159.022,160.747,265.513,247.813,305.336,"NMNAT1"
"80","XLOC_000080",0,0,0,0,0,0,"MIR5697"
"81","XLOC_000081",44.5831,27.3872,35.644,3.47076,6.62096,6.0343,"RBP7"
"82","XLOC_000082",3199.63,3278.51,3089.84,2155.34,2047.77,2300.28,"UBE4B"
"83","XLOC_000083",4111.2,4437.61,3761.49,5456.04,5499.18,5772.41,"KIF1B"
"84","XLOC_000084",0,0,0,0,0,0,"RNU6-2"
"85","XLOC_000085",5592.79,5475.67,5693.95,3194.84,3833.54,3437.14,"PGD"
"86","XLOC_000086",156.837,171.391,199.187,216.923,179.712,234.131,"APITD1,APITD1-CORT,CORT"
"87","XLOC_000087",86.7778,80.3947,99.9429,91.9752,158.903,85.6871,"PEX14"
"88","XLOC_000088",7502.69,7674.6,7739.64,6915.49,5378.11,7404.09,"TARDBP"
"89","XLOC_000089",15.9225,25.6203,18.8703,17.3538,17.9712,21.7235,"MTOR-AS1"
"90","XLOC_000090",0.796126,0,0.698902,3.47076,2.83755,2.41372,"ANGPTL7"
"91","XLOC_000091",389.306,379.004,446.598,213.452,212.817,224.476,"UBIAD1"
"92","XLOC_000092",31.0489,23.8534,39.1385,1.73538,5.67511,3.62058,"PTCHD2"
"93","XLOC_000093",32.6412,38.8722,38.4396,31.2368,41.6175,20.5166,"LOC101929181"
"94","XLOC_000094",191.07,164.323,203.38,105.858,178.766,94.1351,"FBXO44"
"95","XLOC_000095",13.5341,14.1353,11.8813,13.883,41.6175,18.1029,"FBXO6"
"96","XLOC_000096",65.2824,75.0939,78.277,26.0307,51.076,14.4823,"DRAXIN"
"97","XLOC_000097",97.1274,91.8796,97.8462,55.5322,175.928,47.0676,"AGTRAP"
"98","XLOC_000098",2.38838,5.30075,0.698902,0,7.56681,2.41372,"C1orf167"
"99","XLOC_000099",601.075,614.003,611.539,461.611,612.912,521.364,"CLCN6,NPPA-AS1"
"100","XLOC_000100",523.055,449.68,558.422,741.007,1520.93,798.942,"PLOD1"
"101","XLOC_000101",1351.03,1356.99,1383.13,1167.91,1436.75,1229.79,"MFN2"
"102","XLOC_000102",83.5933,75.0939,99.244,46.8553,181.603,56.7225,"MIIP"
"103","XLOC_000103",0,0,0,0,0,0,"MIR6729"
"104","XLOC_000104",103.496,92.7631,86.6638,8.6769,11.3502,4.82744,"TNFRSF8"
"105","XLOC_000105",23.0877,32.688,26.5583,13.883,6.62096,7.24116,"MIR7846,TNFRSF1B"
"106","XLOC_000106",0,0,0,0,0,0,"MIR4632"
"107","XLOC_000107",1451.34,1584.04,1234.26,1452.51,1484.04,1448.23,"VPS13D"
"108","XLOC_000108",0,0,0,0,0,0,"SNORA59A"
"109","XLOC_000109",1.59225,2.65037,0,0,0,0,"AADACL4"
"110","XLOC_000110",15.9225,20.3195,15.3758,0,5.67511,15.6892,"AADACL3"
"111","XLOC_000111",0.796126,0,0,0,0,1.20686,"C1orf158"
"112","XLOC_000112",0,0,0,0,0,0,"PRAMEF12"
"113","XLOC_000113",0,0,0,0,0,0,"PRAMEF1"
"114","XLOC_000114",0,0,0,0,0,0,"PRAMEF2"
"115","XLOC_000115",0,0,0,0,0,0,"PRAMEF7"
"116","XLOC_000116",0,0,0,0,0,0,"LOC391003"
"117","XLOC_000117",0,0,0,0,0,0,"LOC645354"
"118","XLOC_000118",0,0,0,0,0,0,"LOC101929983,PRAMEF5"
"119","XLOC_000119",0,0,0,0,0,0,"PRAMEF10"
"120","XLOC_000120",0,0,0,0,0,0,"LOC101929983,PRAMEF15"
"121","XLOC_000121",0,0,0,0,0,0,"PRAMEF16"
"122","XLOC_000122",0,0,0,0,0,0,"PRAMEF20"
"123","XLOC_000123",0,0,0,0,0,0,"PRAMEF10"
"124","XLOC_000124",0,0,0,0,0,0,"LOC101929983,PRAMEF15"
"125","XLOC_000125",0,0,0,0,0,0,"PRAMEF17"
"126","XLOC_000126",0,0,0,0,0,0,"PRAMEF20"
"127","XLOC_000127",2039.68,1996.62,2209.93,411.285,499.41,447.745,"PDPN"
"128","XLOC_000128",776.223,809.248,731.051,1107.17,1048,1167.03,"PRDM2"
"129","XLOC_000129",222.915,241.184,233.433,112.8,158.903,132.755,"KAZN"
"130","XLOC_000130",75.632,90.1127,70.5891,43.3845,47.2926,42.2401,"TMEM51"
"131","XLOC_000131",35.0296,37.1052,34.2462,10.4123,24.5921,12.0686,"FHAD1"
"132","XLOC_000132",126.584,117.5,111.125,326.251,499.41,330.68,"EFHD2"
"133","XLOC_000133",0,0,0,0,0,0,"CTRC"
"134","XLOC_000134",0,0,0,0,0,0,"CELA2A"
"135","XLOC_000135",0,0,1.3978,0,0,0,"CELA2B"
"136","XLOC_000136",546.939,566.297,544.444,869.426,799.244,960.661,"DNAJC16"
"137","XLOC_000137",690.241,824.266,600.357,720.183,654.529,891.87,"DDI2,RSC1A1"
"138","XLOC_000138",351.888,333.947,324.989,272.455,556.161,255.854,"PLEKHM2"
"139","XLOC_000139",38.2141,25.6203,23.0638,32.9722,50.1301,53.1019,"SLC25A34"
"140","XLOC_000140",1.59225,1.76692,2.0967,0,0.945851,0,"TMEM82"
"141","XLOC_000141",823.991,827.8,914.862,1018.67,1357.3,884.629,"FBLIM1"
"142","XLOC_000142",1970.41,2008.98,1566.94,3338.87,3512.89,3660.41,"SPEN"
"143","XLOC_000143",1.59225,1.76692,0.698902,0,0.945851,0,"MIR5096"
"144","XLOC_000144",0,0.883458,0,0,1.8917,0,"C1orf64"
"145","XLOC_000145",6.36901,5.30075,4.19341,10.4123,27.4297,8.44802,"CLCNKA"
"146","XLOC_000146",15.9225,12.3684,13.978,10.4123,42.5633,26.5509,"CLCNKB"
"147","XLOC_000147",1740.33,1635.28,1839.51,1947.1,2115.87,1891.15,"SZRD1"
"148","XLOC_000148",433.093,462.932,480.145,742.743,857.887,667.394,"NECAP2"
"149","XLOC_000149",0,0,0,0,0,0,"MIR3675"
"150","XLOC_000150",4.77676,9.71804,6.29011,13.883,28.3755,8.44802,"MST1P2"
"151","XLOC_000151",0,0,0,0,0,0,"FAM231A"
"152","XLOC_000152",0,0,0,0,0,0,"MIR3675"
"153","XLOC_000153",113.05,120.15,110.426,46.8553,117.286,49.4813,"CROCC"
"154","XLOC_000154",12.738,20.3195,16.7736,0,1.8917,0,"PADI1"
"155","XLOC_000155",23.8838,25.6203,18.8703,0,5.67511,0,"PADI3"
"156","XLOC_000156",0,0,0,0,0,0,"MIR3972"
"157","XLOC_000157",3.18451,3.53383,2.79561,0,1.8917,0,"PADI4"
"158","XLOC_000158",0,0,0,0,0,0,"PADI6"
"159","XLOC_000159",206.197,193.477,185.209,26.0307,117.286,37.4127,"ARHGEF10L"
"160","XLOC_000160",3.98063,5.30075,13.2791,0,0.945851,1.20686,"ACTL8"
"161","XLOC_000161",0,0,0,0,0,0,"LOC101927876"
"162","XLOC_000162",101.904,104.248,133.49,1.73538,4.72926,0,"IGSF21"
"163","XLOC_000163",1010.28,933.815,988.247,78.0921,104.989,73.6185,"KLHDC7A"
"164","XLOC_000164",3.98063,5.30075,6.98902,26.0307,17.0253,36.2058,"PAX7"
"165","XLOC_000165",1129.7,1129.06,1300.66,779.186,697.092,969.109,"MRTO4"
"166","XLOC_000166",70.8552,82.1616,83.8682,71.1506,127.69,80.8597,"PQLC2"
"167","XLOC_000167",1122.54,1106.09,1210.5,1449.04,1312.84,1408.41,"MINOS1,MINOS1-NBL1,NBL1"
"168","XLOC_000168",49.3598,45.9398,88.7605,39.9137,43.5092,25.3441,"RPS14P3"
"169","XLOC_000169",14.3303,15.0188,14.6769,0,0,0,"HTR6"
"170","XLOC_000170",898.03,983.289,882.713,933.635,776.544,861.698,"OTUD3"
"171","XLOC_000171",0,0,0,0,0,0,"PLA2G5"
"172","XLOC_000172",0,0,0,0,0,0,"PLA2G2F"
"173","XLOC_000173",37.4179,32.688,34.2462,72.886,63.372,65.1705,"UBXN10"
"174","XLOC_000174",10.3496,4.41729,4.89231,0,0,0,"VWA5B1"
"175","XLOC_000175",7.16514,7.95112,6.29011,1.73538,0.945851,0,"FAM43B"
"176","XLOC_000176",20.6993,14.1353,22.3649,140.566,323.481,131.548,"CDA"
"177","XLOC_000177",28.7883,22.0865,20.967,45.1199,165.524,53.1019,"MIR6084,PINK1"
"178","XLOC_000178",4.77676,5.30075,3.49451,5.20614,13.2419,1.20686,"LOC100506801"
"179","XLOC_000179",499.171,521.24,447.297,468.553,525.893,467.055,"NBPF3"
"180","XLOC_000180",1573.15,1560.19,1468.39,1077.67,1624.03,1053.59,"ALPL"
"181","XLOC_000181",7.96126,5.30075,9.08572,12.1477,7.56681,12.0686,"LDLRAD2"
"182","XLOC_000182",0,0,0,0,0.945851,0,"CELA3B"
"183","XLOC_000183",0,0,1.3978,0,0.945851,0,"CELA3A"
"184","XLOC_000184",271.479,267.688,246.013,180.48,149.445,171.374,"LINC00339"
"185","XLOC_000185",5253.64,5324.6,5619.87,13770.2,8933.57,13222.4,"CDC42"
"186","XLOC_000186",0,0,0,0,0,0,"MIR4418"
"187","XLOC_000187",856.632,859.605,870.133,1780.5,1969.26,2155.45,"ZBTB40"
"188","XLOC_000188",16.7187,15.0188,16.0747,3.47076,11.3502,2.41372,"EPHA8"
"189","XLOC_000189",0,0,0,0,0,0,"C1QA"
"190","XLOC_000190",0,0,0,0,0,0,"C1QC"
"191","XLOC_000191",0,0,0,0,0,0,"C1QB"
"192","XLOC_000192",287.402,338.364,323.591,282.867,377.395,222.062,"EPHB2"
"193","XLOC_000193",0,0,0,0,0,0,"MIR4684"
"194","XLOC_000194",7216.09,7093.29,7162.34,4798.33,4410.5,4873.3,"KDM1A"
"195","XLOC_000195",0,0,0,0,0,0,"MIR3115"
"196","XLOC_000196",3.98063,8.83458,2.0967,36.443,45.4009,34.999,"ZNF436-AS1"
"197","XLOC_000197",3.98063,7.95112,5.59121,3.47076,5.67511,6.0343,"LOC101928163"
"198","XLOC_000198",0.796126,2.65037,0.698902,3.47076,3.78341,0,"MDS2"
"199","XLOC_000199",18509.1,17489.8,20136.1,14053.1,13008.3,14478.7,"RPL11"
"200","XLOC_000200",1362.17,1376.43,1439.04,1494.16,1297.71,1564.09,"TCEB3"
"201","XLOC_000201",1224.44,1144.96,1231.46,954.459,770.869,986.005,"PITHD1"
"202","XLOC_000202",472.899,411.691,454.286,241.218,679.121,254.648,"LYPLA2"
"203","XLOC_000203",0,0,0,0,0,0,"MIR378F"
"204","XLOC_000204",4279.18,4195.54,4445.71,4050.38,2555.69,3665.24,"PNRC2"
"205","XLOC_000205",0.796126,0.883458,0,1.73538,0,1.20686,"LOC284632"
"206","XLOC_000206",18.3109,22.9699,17.4725,3.47076,8.51266,8.44802,"GRHL3"
"207","XLOC_000207",180.721,199.662,176.822,123.212,141.878,126.72,"NIPAL3"
"208","XLOC_000208",312.082,319.812,300.528,928.428,953.418,970.316,"RCAN3"
"209","XLOC_000209",30.2528,28.2707,17.4725,39.9137,25.538,32.5852,"NCMAP"
"210","XLOC_000210",3815.04,4144.3,3651.06,3633.89,3634.91,3619.38,"SRRM1"
"211","XLOC_000211",13702.1,14764.4,13656.5,16897.4,11520.5,16431.4,"CLIC4"
"212","XLOC_000212",0,0,0,0,0,0,"MIR4425"
"213","XLOC_000213",25.476,20.3195,25.8594,24.2953,33.1048,16.896,"RHD"
"214","XLOC_000214",1885.23,1933.89,2005.15,2696.78,1849.14,2472.86,"TMEM50A"
"215","XLOC_000215",503.152,492.97,528.37,1336.24,890.046,1292.55,"TMEM57"
"216","XLOC_000216",206.197,183.759,206.176,149.243,226.058,155.685,"LDLRAP1"
"217","XLOC_000217",180.721,163.44,169.134,74.6214,106.881,68.7911,"MAN1C1"
"218","XLOC_000218",1632.06,1616.73,1568.34,1004.79,2029.8,1113.93,"SEPN1"
"219","XLOC_000219",407.617,367.519,378.106,400.873,413.337,456.193,"MTFR1L"
"220","XLOC_000220",6.36901,8.83458,4.89231,1.73538,13.2419,4.82744,"EXTL1"
"221","XLOC_000221",199.032,197.011,204.079,262.042,227.004,269.13,"PDIK1L"
"222","XLOC_000222",4.77676,6.18421,2.79561,6.94152,8.51266,7.24116,"FAM110D"
"223","XLOC_000223",31.0489,29.1541,37.0418,17.3538,50.1301,20.5166,"ZNF593"
"224","XLOC_000224",116.234,108.665,99.244,124.947,281.864,123.1,"CNKSR1"
"225","XLOC_000225",5.57288,5.30075,3.49451,0,0.945851,2.41372,"CATSPER4"
"226","XLOC_000226",31.8451,34.4549,28.655,13.883,13.2419,16.896,"LOC101928303"
"227","XLOC_000227",1117.76,1061.92,1083.3,741.007,776.544,776.011,"CEP85"
"228","XLOC_000228",632.124,526.541,605.948,638.62,996.927,621.533,"SH3BGRL3"
"229","XLOC_000229",9.55352,3.53383,13.978,3.47076,11.3502,6.0343,"CD52"
"230","XLOC_000230",35325.7,37275.7,36155.6,37003.5,30715.6,37823,"LIN28A"
"231","XLOC_000231",683.076,638.74,666.752,560.528,578.861,520.157,"DHDDS"
"232","XLOC_000232",7045.72,6574.7,7239.92,10726.4,7111.86,11029.5,"HMGN2"
"233","XLOC_000233",736.417,692.631,726.858,385.254,591.157,317.404,"RPS6KA1"
"234","XLOC_000234",0,0,0,0,0,0,"MIR1976"
"235","XLOC_000235",3683.68,3730.84,3504.99,4097.23,4316.87,4119.02,"ARID1A"
"236","XLOC_000236",197.439,185.526,169.833,145.772,180.658,113.445,"PIGV"
"237","XLOC_000237",454.588,410.808,467.565,553.586,773.706,590.155,"ZDHHC18"
"238","XLOC_000238",16.7187,6.18421,15.3758,3.47076,9.45851,1.20686,"SFN"
"239","XLOC_000239",1901.95,1807.56,2038,1542.75,1563.49,1568.92,"NUDC"
"240","XLOC_000240",582.764,507.988,618.528,282.867,234.571,298.095,"TRNP1"
"241","XLOC_000241",280.236,280.94,266.282,310.633,750.06,322.232,"WDTC1"
"242","XLOC_000242",133.749,171.391,151.662,100.652,194.845,95.342,"TMEM222"
"243","XLOC_000243",58.1172,42.406,42.633,53.7968,55.8052,47.0676,"ACTG1P20"
"244","XLOC_000244",11.1458,8.83458,4.89231,0,10.4044,1.20686,"SYTL1"
"245","XLOC_000245",136.138,126.335,134.189,71.1506,71.8847,82.0665,"GPR3"
"246","XLOC_000246",281.033,288.891,285.152,348.811,247.813,292.06,"FAM76A"
"247","XLOC_000247",359.849,350.733,375.31,971.813,720.739,916.007,"STX12"
"248","XLOC_000248",1234,1103.44,1227.27,1513.25,1038.54,1430.13,"PPP1R8"
"249","XLOC_000249",2.38838,1.76692,2.0967,0,0,0,"SCARNA1"
"250","XLOC_000250",109.069,108.665,99.244,60.7383,80.3974,62.7568,"THEMIS2"
"251","XLOC_000251",511.113,479.718,561.917,157.92,148.499,119.479,"SMPDL3B"
"252","XLOC_000252",176.74,148.421,160.747,284.602,318.752,270.337,"XKR8"
"253","XLOC_000253",1012.67,849.003,935.13,907.604,670.609,789.287,"ATPIF1"
"254","XLOC_000254",395.675,375.47,383.697,159.655,273.351,193.098,"SESN2"
"255","XLOC_000255",230.877,227.932,232.035,279.396,285.647,289.647,"MED18"
"256","XLOC_000256",2046.04,2084.08,1935.96,1886.36,1642.94,1869.43,"PHACTR4"
"257","XLOC_000257",4242.56,4108.08,4890.21,2091.13,2000.48,2370.27,"RCC1,SNHG3"
"258","XLOC_000258",53.3405,60.0752,78.277,147.507,28.3755,53.1019,"SNORA73B"
"259","XLOC_000259",391.694,377.237,428.427,511.937,514.543,503.261,"TRNAU1AP"
"260","XLOC_000260",89.9623,118.383,100.642,26.0307,54.8594,38.6195,"RAB42"
"261","XLOC_000261",0,1.76692,6.98902,6.94152,2.83755,6.0343,"RNU11"
"262","XLOC_000262",503.948,554.812,489.231,590.029,517.381,537.053,"GMEB1"
"263","XLOC_000263",4338.09,4313.04,4393.3,4402.66,3162.93,4261.42,"YTHDF2"
"264","XLOC_000264",0.796126,2.65037,2.0967,0,1.8917,0,"OPRD1"
"265","XLOC_000265",3053.94,3243.17,3026.24,2736.69,2375.98,2709.4,"EPB41"
"266","XLOC_000266",427.52,420.526,392.084,433.845,929.772,416.367,"PTPRU"
"267","XLOC_000267",0.796126,0.883458,0,0,1.8917,1.20686,"MATN1-AS1"
"268","XLOC_000268",1178.27,1089.3,1145.5,1197.41,980.848,1309.44,"ZCCHC17"
"269","XLOC_000269",85.9816,75.9774,88.0616,69.4152,218.492,49.4813,"SERINC2"
"270","XLOC_000270",0,0.883458,0,8.6769,8.51266,4.82744,"LINC01225"
"271","XLOC_000271",26.2722,16.7857,16.7736,43.3845,65.2637,48.2744,"LINC01226"
"272","XLOC_000272",50.9521,54.7744,54.5143,17.3538,39.7258,26.5509,"TINAGL1"
"273","XLOC_000273",0.796126,1.76692,1.3978,0,0.945851,0,"HCRTR1"
"274","XLOC_000274",8394.36,8537.74,8774.71,9065.63,6768.51,8293.55,"KHDRBS1"
"275","XLOC_000275",113.05,96.2969,120.211,59.0029,129.582,76.0322,"TMEM39B"
"276","XLOC_000276",0,0,0,0,0,0,"MIR5585"
"277","XLOC_000277",3150.27,3495.84,3325.37,3505.47,3197.92,3393.69,"KPNA6"
"278","XLOC_000278",1440.19,1383.5,1459.31,1048.17,1168.13,1187.55,"TXLNA"
"279","XLOC_000279",50.156,52.124,51.0198,39.9137,46.3467,25.3441,"CCDC28B"
"280","XLOC_000280",95.5352,103.365,123.706,86.769,152.282,117.065,"IQCC"
"281","XLOC_000281",7.16514,9.71804,6.29011,8.6769,23.6463,10.8617,"DCDC2B"
"282","XLOC_000282",3756.12,3744.98,4052.93,2858.17,2969.03,3055.77,"EIF3I"
"283","XLOC_000283",12.738,11.485,6.98902,3.47076,14.1878,3.62058,"FAM167B"
"284","XLOC_000284",676.707,661.71,640.893,5.20614,21.7546,10.8617,"LCK"
"285","XLOC_000285",2108.94,2048.74,2077.83,2271.61,2253.02,2369.07,"HDAC1"
"286","XLOC_000286",34.2334,35.3383,33.5473,41.6491,53.9135,49.4813,"TSSK3"
"287","XLOC_000287",192.663,198.778,163.543,133.624,147.553,101.376,"ZBTB8B"
"288","XLOC_000288",634.513,690.864,649.979,1167.91,1030.03,1176.69,"ZBTB8A"
"289","XLOC_000289",5642.94,6101.16,5624.06,6736.75,4969.94,6565.32,"RBBP4"
"290","XLOC_000290",913.157,939.116,889.702,546.645,852.212,494.813,"KIAA1522"
"291","XLOC_000291",1665.5,1753.66,1618.66,1768.35,1421.61,1593.06,"S100PBP"
"292","XLOC_000292",11.9419,12.3684,8.38682,0,1.8917,0,"HPCA"
"293","XLOC_000293",6.36901,4.41729,0.698902,8.6769,17.9712,6.0343,"AZIN2"
"294","XLOC_000294",269.887,256.203,280.958,268.984,262.947,226.89,"ZNF362"
"295","XLOC_000295",0,0,0,0,0,0,"LOC101929464"
"296","XLOC_000296",70.8552,80.3947,72.6858,114.535,99.3144,98.9626,"ZSCAN20"
"297","XLOC_000297",0,0,1.3978,0,0,0,"HMGB4"
"298","XLOC_000298",0,0.883458,0,0,0,0,"CSMD2-AS1"
"299","XLOC_000299",212.566,173.158,208.273,26.0307,18.917,26.5509,"C1orf94"
"300","XLOC_000300",7.96126,1.76692,3.49451,1.73538,5.67511,1.20686,"GJB5"
"301","XLOC_000301",3.18451,5.30075,1.3978,5.20614,3.78341,9.65489,"GJB4"
"302","XLOC_000302",7.16514,7.06766,7.68792,10.4123,9.45851,4.82744,"GJB3"
"303","XLOC_000303",19.107,18.5526,10.4835,13.883,17.9712,9.65489,"GJA4"
"304","XLOC_000304",921.914,979.755,909.271,1233.86,975.173,1221.34,"ZMYM1"
"305","XLOC_000305",3491.01,3775.9,3438.6,6901.61,5675.11,6870.66,"ZMYM4"
"306","XLOC_000306",267.498,227.932,290.044,209.981,349.019,194.305,"NCDN"
"307","XLOC_000307",3.98063,7.06766,6.98902,1.73538,1.8917,4.82744,"TFAP2E"
"308","XLOC_000308",728.456,792.462,673.042,1535.81,1360.13,1397.54,"AGO4"
"309","XLOC_000309",1403.57,1576.09,1336.3,1171.38,1408.37,1414.44,"AGO1"
"310","XLOC_000310",261.926,272.989,222.95,307.162,269.568,334.3,"AGO3"
"311","XLOC_000311",6.36901,5.30075,3.49451,8.6769,16.0795,7.24116,"TEKT2"
"312","XLOC_000312",246.003,224.398,248.11,166.597,298.889,191.891,"ADPRHL2"
"313","XLOC_000313",545.347,503.571,591.97,704.564,1176.64,731.358,"MAP7D1"
"314","XLOC_000314",6208.99,6629.47,6354.41,6828.72,5318.52,6511.01,"THRAP3"
"315","XLOC_000315",104.293,96.2969,100.642,88.5044,154.174,104.997,"SH3D21"
"316","XLOC_000316",0,0,0,0,0,0,"MIR4255"
"317","XLOC_000317",54.1366,64.4924,74.7825,38.1784,46.3467,16.896,"ZC3H12A"
"318","XLOC_000318",0,0,0,0,0,0,"MIR6732"
"319","XLOC_000319",216.546,229.699,206.875,338.399,389.691,349.99,"DNALI1"
"320","XLOC_000320",1034.17,896.71,1028.08,839.924,871.129,884.629,"CDCA8"
"321","XLOC_000321",78.8165,59.1917,65.6968,26.0307,41.6175,43.447,"MANEAL"
"322","XLOC_000322",150.468,120.15,100.642,97.1813,112.556,129.134,"C1orf122"
